,song_name,song_uri,album,album_uri,artist,artist_uri,release_date,popularity,duration_ms
172,Nowhere,spotify:track:4xNn2iOt9RBTxQyp7zYgJB,FTISLAND 6TH MINI ALBUM [WHAT IF],spotify:album:4N00gy5kO6REHncs2vxt2n,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2018-07-26,20,217379
173,It's You,spotify:track:4SuhgRz2n8hneyv2EjQ06U,CNBLUE 7TH MINI ALBUM 7ºCN,spotify:album:31jGGmFTsimp5huBqOaFDQ,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2017-03-20,29,212139
174,Cool vs. Pretty (FT Vs Pri),spotify:track:5HztyP48sUTZfdMKiQoll2,Colorful Sensibility (2),spotify:album:1BWh3LgJlvHdGFlZLPlCmk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2008-08-22,10,253306
175,Ex Girl,spotify:track:1Nuhlx9wTWUECCGZ3XpiVs,The Clan Pt. 1 <LOST>,spotify:album:54JAEnkFl5ocPIx7aEInXK,Monsta X,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,2016-05-18,42,203750
176,Love Love Love,spotify:track:6vxeBdd4fpNMOPRWtnVzcf,Beautiful Journey,spotify:album:65PL4urQ3Ug3dsfXKoIvW0,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2010-08-25,37,233592
177,Sweet Holiday,spotify:track:7LfZC8feH8RiOdic3GEre4,Bluelove,spotify:album:5Twdu84BLRMUNsaBG9lXLU,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2010-05-19,31,193253
178,Lies,spotify:track:54SpjxPioot7g7hVfbrXHh,Always,spotify:album:4T1fv3gIYifquPf9dRhJei,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2007-08-16,51,229120
179,Mirai Jitensha,spotify:track:3rriLdhDI6E5yApW3gRjLw,Japan Special Album Vol.1,spotify:album:69HCDHFtTqiCAg8qen5YC6,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2010-04-14,5,282672
180,Love Sick,spotify:track:74KrjA5CWRr2elkzhJo6si,Cheerful Sensibility (1),spotify:album:6CLke5r6LqAyM8Vno1Xfjk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-06-08,44,241866
181,HELLO MELLO,spotify:track:5HUBNyefP0doewVizrTIFx,Beep Beep,spotify:album:1Nt98j05vd469I0mbH67GS,BTOB,spotify:artist:2hcsKca6hCfFMwwdbFvenJ,2014-02-17,23,220290
182,Chapter,spotify:track:13VUB47jL2IpKsPrX6wNTr,Only Diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,Diva,spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,2005-08-29,0,36806
183,Never Stop,spotify:track:6i6WZ1O1D3rl5u1IlkiD1J,Hey Yah (Type B),spotify:album:5CuoCOVjS4dZ0BRACsgNDe,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2016-11-16,21,198813
184,"Please, Don't Go",spotify:track:4YT0f6MBd0WzOjM9aPlSkW,ROMEO - The Second Mini Album,spotify:album:16atzZZUKzxdfcLUxh1J4N,SHINee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,2009-05-25,34,247386
185,Heeheehaheho,spotify:track:5gFLMgdcX6D9QW3QYK9KSD,Hello,spotify:album:6ObdXGOYYKiEdpAtK9xCen,MAMAMOO,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,2014-06-18,27,224772
186,Heartbroken,spotify:track:41iwy00jqO0bvLnmDNWzG1,MEMORY IN FTISLAND,spotify:album:1dyrs0C2iQkVEuVg6ZFPca,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2011-10-10,18,245289
187,"Then, Now and Forever",spotify:track:2YLCxfPRnyYxgirjSYcTZZ,RE-CODE,spotify:album:6LKHdbZ7TNMnLX4pI1jeF2,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2020-11-17,62,230586
188,THE SEASONS,spotify:track:34BTt8rDyyVp3se2tzm8Rd,BLUEMING,spotify:album:6yALf97g5ssJkYmNXmr2nP,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2016-04-04,27,229369
189,Diva Intro,spotify:track:4PRFBGspWBRcCVl13NWlgh,Only Diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,Diva,spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,2005-08-29,0,127477
190,LUV ME - Instrumental,spotify:track:5s0HVewvuVGLW0PkKNs2ih,One More Time,spotify:album:20tQIMCWsH5GjJUlSX5tBb,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2017-10-18,24,209226
191,LOOKIN',spotify:track:7fHzHIPCC7HlMfSpcPCXgc,LOOKIN',spotify:album:7hgzHKoKWprZ5CGFAaBo3G,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2012-10-16,20,170106
192,PLAYGROUND,spotify:track:7uMuKuDh1OZ4RjBxJqJaSA,CLOSER,spotify:album:08iyrLkLFP2ByBkqVhBls7,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2015-10-08,24,236165
193,Peppermint Chocolate (inst),spotify:track:5GZK31rZaYfZuw6ALDVEDt,Peppermint Chocolate,spotify:album:603zKLzBdkfENDfsjdV8XV,K.Will,spotify:artist:1XNC9ksvgXeD1xRJruSA5t,2014-02-11,12,209061
194,Ugly,spotify:track:5tsH3XcDWiuyZ8VFuPzFCr,Cross & Change (3),spotify:album:16umVrTmaWQUL3uXJ8FfG4,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-07-16,9,194304
195,Space MAZA,spotify:track:7lmFmPXkDa3rf5qPplZIPf,Don`t Stop Can`t Stop,spotify:album:6pVbeWyYFE6vf0Q2rhpkLA,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2010-04-20,7,197933
196,The Angel and the Woodman,spotify:track:7b3arHGEjTgyzRhMfjxevS,Double Date,spotify:album:2i5P0S9yPQHtWqaaz6ORhr,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-10-26,4,213720
197,After love,spotify:track:147vgWLmdf0JKajEdwkP1s,Colorful Sensibility (2),spotify:album:1BWh3LgJlvHdGFlZLPlCmk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2008-08-22,29,271333
198,Severely,spotify:track:55IWnmlg29mY9EiLhH514C,Grown-Up,spotify:album:2sL1ldelPgWvckBsnI3wBx,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2012-01-31,46,250644
199,The Angel and the Woodman,spotify:track:1rYxNKg474dkmSa3i3pNyg,Cross & Change (3),spotify:album:16umVrTmaWQUL3uXJ8FfG4,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-07-16,11,213720
200,Even Lost a Friend,spotify:track:3K71wX5qQEg9L2cTYSvyLB,Grown-Up,spotify:album:2sL1ldelPgWvckBsnI3wBx,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2012-01-31,16,254171
201,서두르지 않아요 (feat. Hoony Hoon),spotify:track:6cPm0HUkBkc0mkEZ3gs1KR,Only Diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,Diva,spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,2005-08-29,0,234083
202,"Love It, Hate It",spotify:track:43R4oc8S8IOjDvZmwdTKKV,Cross & Change (3),spotify:album:16umVrTmaWQUL3uXJ8FfG4,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-07-16,12,261504
203,Perfect Day,spotify:track:34PsJX2pPLTjjDZ8W4V6ta,COLORING BOOK,spotify:album:6Qk2v26qUnHf8TAPh8KFXw,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2017-04-03,28,177150
204,ECLIPSE,spotify:track:3FoiMgXMrO3D5FeJuotKyZ,SPINNING TOP : BETWEEN SECURITY & INSECURITY,spotify:album:6OIEYHaYTSPpDQRz2coN1o,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2019-05-20,55,209519
205,Paper Plane,spotify:track:12ORjmWojzbYq5CEenjXVx,FIVE TREASURE BOX (4),spotify:album:7CMhfAlLu8ePK5NsZMNiPC,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2012-09-10,13,241632
206,Agit,spotify:track:1PDmBr0VI2Z9tpVLIDfdz5,COLORING BOOK,spotify:album:6Qk2v26qUnHf8TAPh8KFXw,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2017-04-03,20,178228
207,HIGHER,spotify:track:6KslyHUY1wEm8q1ak69jIZ,Higher (Type A),spotify:album:7H2BBLD0UwWvvuGmzm2dYa,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,4,185160
208,Manito,spotify:track:6swTeMijodi9XzShJL0f2Z,CNBLUE 7TH MINI ALBUM 7ºCN,spotify:album:31jGGmFTsimp5huBqOaFDQ,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2017-03-20,32,245388
209,THE New Era Remix - Remix,spotify:track:7lQx1hkiKbesURtJOsBII3,The New Era (Special Edition),spotify:album:5th9ym279qG6pjSklZNsCw,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2018-06-20,22,219573
210,Don't be happyv,spotify:track:6gVLrMSrenBDSUO3DgPXI6,Hello,spotify:album:6ObdXGOYYKiEdpAtK9xCen,MAMAMOO,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,2014-06-18,28,216997
211,For You,spotify:track:43x0i2PPXrmOGTTgoyqGNZ,For You,spotify:album:3dviBwFcDYCcpXUbeacrIl,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2015-06-17,46,285066
212,Oh My Friend,spotify:track:3qtZyPlAqtNYVoN1ECWNJy,Stand Up,spotify:album:0NB6IIwQeRDzNFCU22LQto,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2008-08-08,24,209920
213,너희들 것이니까 - Instrumental,spotify:track:6sJrqdGMDTRzARsnSXwh5w,Hi Ya Ya 여름날,spotify:album:75D7tsP1Lv8FIkTDHqgR2H,TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,2005-06-20,4,190000
214,Primadonna,spotify:track:4176ppdcVxGAvOS4CPz6Lf,Cheerful Sensibility (1),spotify:album:6CLke5r6LqAyM8Vno1Xfjk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-06-08,13,281466
215,HIGHER,spotify:track:0mQD3dNTzTpLusAIERAkJm,Higher (WOOYOUNG Version),spotify:album:4fcBlbbFz3MkCgJsaz9T5i,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,3,185280
216,EVEREST (Instrumental),spotify:track:3iw12wXknyGdTiWY1vyUeu,Higher (Jun. K Version),spotify:album:72Tfp3eDiI7bFlQLvh5MpE,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,0,224973
217,U (All I want is you),spotify:track:6g6K3XZev9FiYwASk4NCNG,FIVE TREASURE BOX (4),spotify:album:7CMhfAlLu8ePK5NsZMNiPC,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2012-09-10,12,195213
218,Voice Message,spotify:track:0ZUEA6IJe56WfJPsKwcstJ,NO MERCY,spotify:album:5pJgARNos9xWj7yt0aTH5l,B.A.P,spotify:artist:6kxCoNfY6U1eP0Yc88phvk,2012-07-19,27,210181
219,BingBingBing,spotify:track:4eXvzhaPYka9rbgMWJDsyH,Cross & Change (3),spotify:album:16umVrTmaWQUL3uXJ8FfG4,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-07-16,13,210096
220,Grown Man,spotify:track:2F1Vhgf8ZaE79BRINlRWo0,Grown-Up,spotify:album:2sL1ldelPgWvckBsnI3wBx,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2012-01-31,14,249417
221,I Don`t Know Why,spotify:track:3cwzc6j6N9Lhh2M3JG1OBd,FIRST STEP (1),spotify:album:4Ty85EGCANvI9RdAM4oy4J,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2011-03-21,28,224313
222,YOU'RE SO FINE,spotify:track:00z4wF0iJsp6GwDkQxkGs6,BLUEMING,spotify:album:6yALf97g5ssJkYmNXmr2nP,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2016-04-04,39,232858
223,The Reason,spotify:track:28P5svccNmBbTN0NEKn3Ms,Eyes On You,spotify:album:5aCJKuo69SGbveapvkSYMW,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2018-03-12,38,219713
224,Be Quiet,spotify:track:3JQpHo7uX0O2IjC6BRpS2o,THE CLAN pt.2 <GUILTY>,spotify:album:2aYSiytcrXyVj6ADo6Z7Cl,Monsta X,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,2016-10-04,42,182262
225,Please,spotify:track:5AOPYlNa5b7doLF182zEFk,I WILL,spotify:album:7oDeUhWPlVzjSOJYDvbD33,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2015-03-23,16,212171
226,FLY,spotify:track:7oP8RcbI6Sil0rpqiiD8MQ,FLY,spotify:album:4XVKg9FU5E1yF61g9zGPrl,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2014-12-03,10,262413
227,A Person Closer to Tears,spotify:track:2TXuBcOxoiJG8DAzQa9Bnm,The Refreshment (Special Album),spotify:album:2A4iUxyqNZxjtDRB4UfB9G,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-12-03,12,313920
228,Crazy Dog,spotify:track:1bxmk02EmO6e6ER33ldxcn,Hot Issue,spotify:album:4qpzzLtl5ksEnhryRUrNQC,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2007-11-22,21,219720
229,HERO (Broadcating Ver.),spotify:track:1v47iqx5jwtOwe4Fxc2OQz,RUSH DIGITAL REPACKAGE “HERO”,spotify:album:0rsnG5TJ9jv9XuLgri1E77,Monsta X,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,2015-10-22,32,218431
230,I'm Happy,spotify:track:5jzJPGiDnDbmXWZaB8Vshw,Cheerful Sensibility (1),spotify:album:6CLke5r6LqAyM8Vno1Xfjk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-06-08,17,225480
231,Feel Good - Instrumental,spotify:track:0AMdN31IXSlpskGbrRQ4xg,GALAXY Music,spotify:album:7nlzksKZ1BHadSG7expyen,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2013-08-23,4,196853
232,Even If It's Your Tears,spotify:track:4W3Rqjzx77NPGCMLIEmB7z,MEMORY IN FTISLAND,spotify:album:1dyrs0C2iQkVEuVg6ZFPca,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2011-10-10,13,262269
233,Amen,spotify:track:3zMc7plfkAirrepA0BxzkU,RUSH DIGITAL REPACKAGE “HERO”,spotify:album:0rsnG5TJ9jv9XuLgri1E77,Monsta X,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,2015-10-22,26,236937
234,Listen to this Song,spotify:track:41EspJl8x5L0XeVSHrCFZZ,YOLO,spotify:album:3ftTxlybHp0Qo2065V1RAg,KIM YON JA,spotify:artist:53B7GJTtZOCDQD8d8kxKox,2017-04-19,19,240600
235,Nice,spotify:track:5aGvPwHwomu4BNwK4oGKqK,Just right,spotify:album:4159syQKTGC1JSJN4xBScv,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2015-07-13,34,184562
236,Black Flower,spotify:track:4eQTzr4ZWo8CBw6Xo1XWZH,Bluelove,spotify:album:5Twdu84BLRMUNsaBG9lXLU,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2010-05-19,27,175725
237,OH MY GIRL!,spotify:track:5bFq8qi0HD8YMDCgOq00jK,OH MY GIRL,spotify:album:5spcvaZ483tuA3PDwRDTeH,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2015-04-20,18,78163
238,HIGHER (Instrumental),spotify:track:00GWIKFs8dKiehIVfzpNBL,Higher (CHANSUNG Version),spotify:album:4GbywwI9LMOWkZhIMqQn0A,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,1,185293
239,Love Virus,spotify:track:0CaIf4pEmfob89zlqykULP,Love Virus,spotify:album:4QMA0xeMoonpuJrf6hplp7,BTOB,spotify:artist:2hcsKca6hCfFMwwdbFvenJ,2012-07-12,18,231392
240,Never Give Up,spotify:track:1twi5eLxiYJfN5MshnewOB,Higher (TAECYEON Version),spotify:album:1zrdRu4jR0iI3E7PgvkQNW,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,12,217440
241,Paradise - Korean version,spotify:track:5iSkpJMs6zaAbhxNGU0Js0,FTISLAND 6TH MINI ALBUM [WHAT IF],spotify:album:4N00gy5kO6REHncs2vxt2n,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2018-07-26,25,250283
242,Do It Again,spotify:track:3VTMapwxIvpIUkokdErpoM,The Story Begins,spotify:album:1kNjZtyacMvP8a4zyR3lzG,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2015-10-20,47,206546
243,"Love It, Hate It",spotify:track:1Qkmyh3LBbjFkw3ms3i3rL,Double Date,spotify:album:2i5P0S9yPQHtWqaaz6ORhr,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-10-26,5,261504
244,I'm a Foolish Person,spotify:track:2SW7EcL3N1AyaDoVgsRZuj,Grown-Up,spotify:album:2sL1ldelPgWvckBsnI3wBx,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2012-01-31,14,272326
245,Hit Me,spotify:track:1MuX1evzVCv6LcY3ZlR97G,ROMEO - The Second Mini Album,spotify:album:16atzZZUKzxdfcLUxh1J4N,SHINee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,2009-05-25,26,235293
246,Ft Island,spotify:track:5CH6oovpBWo1nWr2U0xiIO,The Refreshment (Special Album),spotify:album:2A4iUxyqNZxjtDRB4UfB9G,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-12-03,4,228533
247,Heeheehaheho - Instrumental,spotify:track:2ZjrLNchmEqKugkCix0kGy,Heeheehaheho,spotify:album:1C7mZeh8ZzjtRQKC6dONBx,MAMAMOO,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,2014-05-30,14,243626
248,Love [story] - Instrumental,spotify:track:0jT6xrrvWpeVgnk3d8X1lr,Love (story) - SM STATION,spotify:album:3j2XirA7CqIqkwuQfO7wkR,S.E.S.,spotify:artist:61HUG80Xma4rnXsqfZkzeM,2016-11-28,4,235579
249,Broken Heart,spotify:track:3Brp8KXSRPlvB1SqKQf7Qz,Beep Beep,spotify:album:1Nt98j05vd469I0mbH67GS,BTOB,spotify:artist:2hcsKca6hCfFMwwdbFvenJ,2014-02-17,29,232071
250,Like Birds,spotify:track:400PMwuEiGjtUFvM9kjS3T,MEMORY IN FTISLAND,spotify:album:1dyrs0C2iQkVEuVg6ZFPca,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2011-10-10,28,208640
251,Let Me Know - Japanese Ver.,spotify:track:07RpaipQDG3p4kSEZZVzf9,For You,spotify:album:3dviBwFcDYCcpXUbeacrIl,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2015-06-17,35,256533
252,MY SWAGGER,spotify:track:3oASeyFo80RXfDa99mnlg7,MY SWAGGER,spotify:album:17wcTgCSx5LrL3L64IYIFz,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2017-05-24,22,187053
253,Going Crazy,spotify:track:0k0Yeg7tVLD84GcIFlLsAq,The Story Begins,spotify:album:1kNjZtyacMvP8a4zyR3lzG,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2015-10-20,43,181493
254,Between Us,spotify:track:40NeaKFxJ6bW81IMCMqAJ8,CNBLUE 7TH MINI ALBUM 7ºCN,spotify:album:31jGGmFTsimp5huBqOaFDQ,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2017-03-20,37,211551
255,Love [story],spotify:track:7jdRhISt05YmJAKD0eGEeX,Love (story) - SM STATION,spotify:album:3j2XirA7CqIqkwuQfO7wkR,S.E.S.,spotify:artist:61HUG80Xma4rnXsqfZkzeM,2016-11-28,10,239093
256,SHINING ON YOU,spotify:track:1nmlkeVpXudvhmmY8aFh1z,The New Era (Special Edition),spotify:album:5th9ym279qG6pjSklZNsCw,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2018-06-20,30,200986
257,0419,spotify:track:6IskvnFApUPnNRwkfnx25e,0419,spotify:album:4rRfE6S3nk5JBGkMriGzfl,Apink,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,2012-04-19,20,255980
258,Holding Back The Tears,spotify:track:5r9DA7ciY71VEgcjkiZXDC,Vacation (Original Sound Track),spotify:album:0a4wkWvQithhzP7L9K3VuJ,TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,2006-07-28,24,229866
259,White Love,spotify:track:0OQasRxkPfUzBhkyu7q1xz,THE CLAN pt.2 <GUILTY>,spotify:album:2aYSiytcrXyVj6ADo6Z7Cl,Monsta X,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,2016-10-04,41,230711
260,STAY SOBER,spotify:track:1Tz8sIuQ0MbslBrSlydbX0,BLUEMING,spotify:album:6yALf97g5ssJkYmNXmr2nP,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2016-04-04,18,232412
261,Hormone Sensou - Japanese Ver.,spotify:track:0zFiJHcn41PbBeU4pYJdNF,For You,spotify:album:3dviBwFcDYCcpXUbeacrIl,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2015-06-17,33,268400
262,My Style Remix Version,spotify:track:5jMHCp3Nuc5zBr9UAvqbAz,Only Diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,Diva,spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,2005-08-29,0,210442
263,보름달이 뜨기 전에 Before the Full Moon Rises,spotify:track:79DWuUJkiIAMuiWQf9ouGb,Just right,spotify:album:4159syQKTGC1JSJN4xBScv,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2015-07-13,39,212041
264,"Crazy - From ""Gas Station Under Attack 2"" Soundtrack",spotify:track:46bmd1Lys8uujqdQndwPXi,"Crazy (From ""Gas Station Under Attack 2"" Soundtrack)",spotify:album:3sUhg82klwui409k0OZPF1,Beast,spotify:artist:1Pr9gT0veB2tgcisQeIGoC,2010-01-01,6,197640
265,Love O'clock,spotify:track:5WvWKEZFBLnMChD7efp3fA,SECRET GARDEN,spotify:album:5tnlYW7pyufAkD9DT8mXxz,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2018-01-09,27,236475
266,Meeting,spotify:track:3A8uzWQxhfa92e4gYBeopp,Cheerful Sensibility (1),spotify:album:6CLke5r6LqAyM8Vno1Xfjk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2007-06-08,13,282160
267,TICK TOCK (OUT OF TIME) Korean Version,spotify:track:5bzgVVRGZiSLAPh7f4VBhP,DORADORA,spotify:album:5uppLPLH6UkXptmSgZ4ZAz,U-KISS,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,2012-04-25,15,222197
268,Peppermint Chocolate,spotify:track:5BfBVr2vacXxUKbAH7JCDd,Peppermint Chocolate,spotify:album:603zKLzBdkfENDfsjdV8XV,K.Will,spotify:artist:1XNC9ksvgXeD1xRJruSA5t,2014-02-11,32,210250
269,All In,spotify:track:72gnMfNZSb5oCrYlXWvtyc,The Clan Pt. 1 <LOST>,spotify:album:54JAEnkFl5ocPIx7aEInXK,Monsta X,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,2016-05-18,48,190796
270,HIGHER,spotify:track:4NyJgXorCHqIQj4k6SiuD6,Higher (JUNHO Version),spotify:album:5CJhmNh45yPfi4kTYLHnSR,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,5,185746
271,Dream Boy,spotify:track:6aosaj2XM7XnVTMKKkSdUe,EAR FUN,spotify:album:1T6afD49NhOiQVSc4Srwtk,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2012-03-16,26,179121
272,A Name Called Love,spotify:track:5KJdJLGpsHKtxxDKvKbww6,Colorful Sensibility (2),spotify:album:1BWh3LgJlvHdGFlZLPlCmk,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2008-08-22,9,265760
273,Merry-Chri,spotify:track:3yVUAgXBPozhKKeXphiTY3,Merry-Chri,spotify:album:4oqQrLd2zP701hWtcGx0Vr,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2004-12-01,32,332666
274,Every Day,spotify:track:4jjsallKCRdgCdCjVUvcbq,Bran New KISS,spotify:album:3lW2t5R6BWEH3JB2Fxsm6L,U-KISS,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,2011-03-30,11,206811
275,HERO,spotify:track:6gorwqDJ7bsdCHcVs5uS9u,RUSH,spotify:album:0ESTAnvX2zjMBxzesNAiR7,Monsta X,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,2015-09-07,59,231951
276,Like Oh,spotify:track:6FkeZRGami4Kk85g1zQ2ij,Got It?,spotify:album:7E3W9C5Ac3RKnFpKErEgGD,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2014-01-20,36,217737
277,MEET ME,spotify:track:2iQmpirSmRlunSGHDOmstZ,MY SWAGGER,spotify:album:17wcTgCSx5LrL3L64IYIFz,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2017-05-24,19,219293
278,Hi Ya Ya 여름날 - Instrumental,spotify:track:1dlx63R6KWgb0Z2kUIehIx,Hi Ya Ya 여름날,spotify:album:75D7tsP1Lv8FIkTDHqgR2H,TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,2005-06-20,4,209026
279,Never Give Up (Instrumental),spotify:track:55CAhBPE0ZxzoECNb9Yfob,Higher (TAECYEON Version),spotify:album:1zrdRu4jR0iI3E7PgvkQNW,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2015-10-21,3,215560
280,To The Light,spotify:track:0B9Yfwr5pwJPADGaGiJbNl,I WILL,spotify:album:7oDeUhWPlVzjSOJYDvbD33,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2015-03-23,25,212958
281,Because of U,spotify:track:0KCKvKmHFoIbVqrETayBan,The Clan Pt. 1 <LOST>,spotify:album:54JAEnkFl5ocPIx7aEInXK,Monsta X,spotify:artist:4TnGh5PKbSjpYqpIdlW5nz,2016-05-18,39,183869
282,Missing You,spotify:track:5fctm1bKtZD9lMvFBk7Qym,Jump Up,spotify:album:1VUYlrA1ZIGsmIGPsiwK2C,FTISLAND,spotify:artist:6KhH771vq2X2Aom91nNzpZ,2009-02-11,29,215293
283,My Style,spotify:track:1LF54n929gnbYcGkdIov9R,Only Diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,Diva,spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,2005-08-29,0,205609
