,song_name,song_uri,album,album_uri,artist,artist_uri,release_date,popularity,duration_ms
6851,The Stars,spotify:track:1PfGlo5nWnbBxfQyY2rxYk,Wake Up (Standard Edition),spotify:album:2bXp5bEM5sgZdIznTesQZb,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2014-12-24,48,255320
6853,SET ME FREE,spotify:track:2gQ9aBQmZ5W1A3q6OnDvSG,GALAXY OF 2PM<リパッケージ>,spotify:album:0QB3MoZuhI2TsFQr4FhVKm,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2016-06-15,0,204693
6855,The Red Shoes,spotify:track:3atsk5EWI5fNxLMIJnfYfJ,Modern Times,spotify:album:2QcuXvQBWv1ZKyQtEhLbFe,IU,spotify:artist:3HqSLMAZ3g3d5poNaI7GOU,2013-10-08,48,254275
6856,Under the Street Light,spotify:track:3bpzzSRhXQXhR83XDS8q3W,MINISKIRT,spotify:album:6esB2DBt46m38ZycDPsn8D,AOA,spotify:artist:54gWVQFHf8IIqbjxAoOarN,2014-01-16,27,238462
6859,DJ Cloud Translates L.O.V.E Cloud Remix Version,spotify:track:2PDkWI6X0SfQkHnplbe503,Sound G.,spotify:album:2CEzjLWQOcGxkorwL99n6p,Brown Eyed Girls,spotify:artist:2GEPtT5RDxrmdi0A4mbDi7,2009-07-21,4,232724
6862,NOBODY BUT YOU,spotify:track:6S6nYz6bgf0l9wrI6GlKDz,MIRACLE - The 2.5th Album,spotify:album:1heezU7dth0Eo6nJqlq67w,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2002-09-01,8,250133
6863,X Generation,spotify:track:7fu0FDiAsPRO4foT3PYFIf,We Hate All Kinds of Violence... - The 1st Album,spotify:album:23Xh3YpgzRuJ2DAW5X7MsP,H.O.T.,spotify:artist:5JrfgZAgqAMywJpLpJM0eS,1996-09-07,11,288666
6864,Cheers!,spotify:track:2OyxrYDqLVhUfi9JidXgeE,The Winter's Tale,spotify:album:1WrPy47aE3pCJvrHYjJ33v,BTOB,spotify:artist:2hcsKca6hCfFMwwdbFvenJ,2014-12-22,29,250435
6868,반짝반짝,spotify:track:2I0ISMyJmbLgg9xOkJAZX5,Girl's Day Party no. 3,spotify:album:5vlAPkxOqty0tXj60jtzNz,Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,2011-03-18,23,186000
6869,Just On My Way,spotify:track:73PknYjkg7VJzzhS1PKzTv,SF9 3rd Mini Album [ Knights of the Sun ],spotify:album:0oryFxOe9FsnOY9fYEEoW7,SF9,spotify:artist:7LOmc7gyMVMOWF8qwEdn2X,2017-10-12,26,187349
6872,For you,spotify:track:7J2L6XTVAjfnvt0N6GVuMJ,So Good,spotify:album:2ofXV8al3JDIYptiG6CIwA,T-ARA,spotify:artist:1R52cwGf75yTf7I3Q0Irf8,2015-08-04,26,211610
6874,Because of you - Japan Ver.,spotify:track:5XHJqTTcwwR4bzWRrZSMcV,PLAYGIRLZ,spotify:album:4H6DDemCJ27Iyg937PSIKV,After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,2012-03-14,1,246813
6875,Case No.L5VE,spotify:track:1Mz2ZiaY51xHlujCyIkU0i,OH MY GIRL SUMMER PACKAGE [FALL IN LOVE],spotify:album:6Bqnwz3nM8RcHNTSKQ0DYU,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2019-08-05,23,199933
6876,Don′t stop,spotify:track:42xGGhu9bwDqdqzORDPoDN,Rain`s World (Special Edition),spotify:album:5S3fH53823JijHLYXr6BpP,Rain,spotify:artist:5L4EafeXwZ0stGuPtGr5Tz,2006-12-06,1,228320
6877,Kingdom Come,spotify:track:5XJEdVQ5jl3C3dFsV7kCTZ,Perfect Velvet - The 2nd Album,spotify:album:0rvrbZvaDX5S9ZBhwOwFfH,Red Velvet,spotify:artist:1z4g3DjTBBZKhvAroFlhOM,2017-11-17,53,210162
6878,The way you make me melt,spotify:track:0CTskC5ee62YYyQHlkOMif,Give It To Me,spotify:album:1nErNFyYvHnuCYvfwrMyoz,SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,2013-06-11,27,215745
6881,LION BOY,spotify:track:5QMTNVKNU97Ev3mX8OdbFd,TURN UP(Complete Edition),spotify:album:2h3abhqOzVg1fL1lEPyRQZ,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2017-11-15,12,191946
6882,Coming Over,spotify:track:2lW2bVOhHRl3C92LNbWSnm,Coming Over,spotify:album:0SQUPa80ptc5MqKy4EUD7D,EXO,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,2016-12-07,18,201241
6883,What A Girl Wants,spotify:track:6WfprOSG8b4LtJ3QLadWMH,For Muzik,spotify:album:59XZVFE5IeuKPzChIYxk4D,4Minute,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,2009-08-28,27,205080
6885,Candle Lights,spotify:track:5SsyZgaf9sRyJj0kRnaxqH,MADE IN TWENTY(20),spotify:album:0F9dZ8Cdm6Rr5tXkAZvW45,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2007-01-17,16,262466
6889,Action - Sweet Valentine 2016 LIVE version,spotify:track:79dErm1AzFoKXmZHEqmS5D,U-KISS Sweet Valentine 2016 LIVE,spotify:album:4y6iYmhte1UD5lFlW1A6p9,U-KISS,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,2016-03-23,0,267222
6894,Sweet Suga Honey!,spotify:track:4j2EE33YDpGxN5KLckVCN2,4Minutes Left,spotify:album:0PUzGPwtWAXX863OhqIpyw,4Minute,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,2020-02-05,1,206560
6895,Twilight - Classic BUDDY Mix,spotify:track:3yD8uL3fJzQl74yfqilIIc,TREASURE EP. EXTRA: Shift The Map,spotify:album:3uejTFamPCZuTD1HvYLqw2,ATEEZ,spotify:artist:68KmkJeZGfwe1OUaivBa2L,2019-12-04,37,223773
6896,Last Farewell - Remix Version,spotify:track:5LzGmu7vvcm7IOd7bDlET2,Remember,spotify:album:2W66jOC3qqVZvLn9foXXbg,BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,2008-11-05,12,240613
6898,恋するWonderland,spotify:track:6geiajJodthKYksd2BTtEw,Bridge the World,spotify:album:0jLg4UOkv1b1i0i2F1Ud7N,NU'EST,spotify:artist:1iQfn1B8V25iQoolQakyAZ,2015-11-18,3,210253
6900,Butterfly (2018 PyeongChang Winter Olympics Special),spotify:track:6YkTM8MJIqoXlAfBbEAydl,Butterfly (2018 PyeongChang Winter Olympics Special),spotify:album:1JV158ApbmEIJFWdoQCRk1,Weki Meki,spotify:artist:5LWkv2hDbDwZL3zNwZYNPx,2018-01-11,35,227433
6901,What A Boy Wants,spotify:track:6QkZNCdfAGkeL9efjrMXKi,Pink MEMORY,spotify:album:5vTLFMuLnseJIrqJx97BS4,Apink,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,2015-07-16,18,208986
6902,Drip,spotify:track:48cTvabWrKgvAf48CWN6mx,From Love,spotify:album:6lmAA1d9S1QNJEMpdPhJD6,Jewelry,spotify:artist:01iyQzyns6Ab0LxjYvHcg9,2020-09-17,0,139952
6903,Scorpion,spotify:track:66eD1wzHyojsvBC7CNJK91,BETTER,spotify:album:2xOUnTpb8hfcyPRrZOIVus,TWICE,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,2020-11-18,56,208066
6904,News Iinst),spotify:track:0t6D7hZKZfUftyUUlnUY5L,NEWS,spotify:album:4h6t1ZQKhI6TfLxPkQNnAX,9MUSES,spotify:artist:55tJwpPIz9BMrSLM45iEXX,2012-01-11,10,182282
6905,"Love First Impression (From ""Full House Take 2"")",spotify:track:2FV4XIuntcFv3lahOQnEUM,"Love First Impression (From ""Full House Take 2"")",spotify:album:5FGU8mlhO8iSWf59Rn94eE,AILEE,spotify:artist:3uGFTJ7JMllvhgGpumieHF,2012-11-05,19,277817
6908,"사랑해 사랑해 I Love You, I Love You",spotify:track:7xR2k6T43I4iqwb0IXx8kV,F.Scott Fitzgerald's Way Of Love,spotify:album:36QzXSj6vmA5tOpylKeZeL,2AM,spotify:artist:5SnaL8SsjGMHQNyqpa8Zos,2012-03-12,13,201853
6909,Come on over,spotify:track:3gGnAvAT4zwooZWK6qFEBv,NEW MEN,spotify:album:6TnCKiXMotGJ2Lqo6VDxmT,BTOB,spotify:artist:2hcsKca6hCfFMwwdbFvenJ,2016-11-07,24,212040
6910,Petal,spotify:track:4qIrfNMOKUn8ZJ1OvkEXxE,Pink MEMORY,spotify:album:6ZfzXTFAbDdGfPpxrhLbr0,Apink,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,2015-09-10,27,214923
6911,Gravity,spotify:track:3jA5mLbDkn2nGnbSFbI8mS,Fall in Love,spotify:album:0AbKKXLKp7V4VgoFyo3qUT,OH MY GIRL,spotify:artist:2019zR22qK2RBvCqtudBaI,2019-08-21,2,189920
6912,Shy Shy,spotify:track:4nOjfxwVrieUY7jz7Pu4h1,THE PARK IN THE NIGHT part one,spotify:album:5gEGAORLglmXpWOMMB0Xm1,GWSN,spotify:artist:5fI4xffqGRGQvICSlJreMF,2018-09-05,32,183018
6917,At First Sight (feat. Verbal Jint),spotify:track:0BJU8POyZTRafhCeP0S8Ni,Black & White,spotify:album:0bmc5WouIbima9CO2owVnw,G.NA,spotify:artist:3hzcooxMtbApMTvvn6XKVA,2011-01-18,15,235053
6919,Make or Break,spotify:track:7ls0vZcoigiGY4Ju6EVXlq,THE BOYZ 5th MINI ALBUM [CHASE],spotify:album:6ydM1s9dB9cVA4QWcoxCpz,THE BOYZ,spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,2020-09-21,27,205291
6920,LIKE A VIRGIN,spotify:track:36rsxJAqcs4USlhBiRQhVn,COLLECTION,spotify:album:3Cenzci2VpnZbo1S9Ruade,2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,2012-03-28,32,253680
6921,Chained Up (Chinese Ver.),spotify:track:11xTMTWdf3eQzLRcXVibs2,Chained Up,spotify:album:1vpUDg93CEHBs0snI8TVm0,VIXX,spotify:artist:5BkB3rXc0qIdUtuEnhbK0A,2015-11-10,23,192946
6922,Pretending Not To Know,spotify:track:2CFfAQGLn2waV88yTNI1zf,Heart To Heart,spotify:album:5EshYYiAPgdUAA1gsYA2UH,4Minute,spotify:artist:6cdC1cwqh3eJAXaxXJt2jv,2011-03-29,11,233822
6923,Guilty,spotify:track:5ghdJw3CIC7ams3MgCClPo,XV,spotify:album:0nl2bNSg6Qv8URAWjIG6VW,TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,2019-10-23,3,233653
6924,Don’t run away,spotify:track:7AJoxuHfneadreCsrJcR08,Golden Child 1st Album [Re-boot],spotify:album:49kEUhR606Qzbq585LqKUJ,Golden Child,spotify:artist:5zShiwTHlygdfsXj6eavTu,2019-11-18,32,226373
6926,이별 영화,spotify:track:2dSsFElJLqVEyidN25OOWu,REMEMBER,spotify:album:3ZVBi03Obzy4Ch2gnbpevg,T-ARA,spotify:artist:1R52cwGf75yTf7I3Q0Irf8,2016-11-09,17,216414
6928,Coffee,spotify:track:0Tb8sBQ9fseZbDRzRSxTdi,"O!RUL8,2?",spotify:album:61SRnLH3UgUvmY4gzsQSne,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2013-09-11,42,261453
6929,Don’t be shy,spotify:track:2OiGhywt1Ea4GDkvEwXlUv,GIRL'S DAY EVERYDAY no. 5,spotify:album:6qRWeHnQGsaOw8bdOGnUud,Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,2017-03-27,24,196482
6931,Let me hear you say,spotify:track:2LfCjvPYdcb2wFFbgxgFuL,An Ode,spotify:album:4btxaakgIaE1AkXqpReLwd,SEVENTEEN,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,2019-09-16,54,180213
6933,Faded In My Last Song,spotify:track:6xOfdH7XjM8ImGLXBOtdgE,NCT RESONANCE Pt. 1 - The 2nd Album,spotify:album:1rGpCbxrR8efs4nMPdUj1q,NCT,spotify:artist:48eO052eSDcn8aTxiv6QaG,2020-10-12,62,215826
6934,Secret,spotify:track:4Tj0gh34WvwJHrqZKR3TJG,Naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,Diva,spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,2000-11-08,1,232440
6935,Mr.Simple,spotify:track:6ZogS3DtkJ7SMiXQTiJ6Zj,Hero,spotify:album:1wsMO0J3OJzcW1iXiNGZWo,SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,2013-07-24,4,239840
6936,Make A Wish (Birthday Song),spotify:track:1QBX4O9UbKyopZvGhc9UlB,NCT RESONANCE Pt. 2 - The 2nd Album,spotify:album:5Dq6jkYO5H7KzxXSazhLxs,NCT,spotify:artist:48eO052eSDcn8aTxiv6QaG,2020-11-23,46,229413
6937,I Am Me,spotify:track:0sTfJY7Ij9idnH7plzxkkS,Present : YOU,spotify:album:5bZagDONazVp43sbHlf3RD,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2018-09-18,48,211656
6938,Take Me Higher - Complete Version,spotify:track:7yvl0p4vJ39F0aFoKm3eAQ,UNDER COVER : THE MAD SQUAD,spotify:album:2vPS5jNTrZKc6Qx7TTvPpD,A.C.E,spotify:artist:25KT93FeotUTHC1dbLasxi,2019-10-29,38,219845
6939,BREATHE,spotify:track:4XbyRgWe6yU4wE6WShdTEs,B:COMPLETE,spotify:album:5cxJNT3zQw9kvJ0wpwWY7V,AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,2019-05-22,56,217823
6941,Mornig Star,spotify:track:5iJg1HXF6Ia9z5CfnNshbI,Lovelyz 2nd Album (R U Ready?),spotify:album:6O2yBn46GYN9yPJqGzRWHZ,Lovelyz,spotify:artist:3g34PW5oNmDBxMVUTzx2XK,2017-02-26,20,211347
6945,Lupin,spotify:track:3RmwOvD5VBSsqSES1GsFX6,Lupin,spotify:album:0z3NBMOUlrNI3gLdy1V28s,KARA,spotify:artist:7aZ221EQfonNG2lO9Hh192,2010-02-17,46,192440
6947,Pine Tree,spotify:track:5VckaOqzEtaTaZjUQqdW6Q,1¹¹=1 (POWER OF DESTINY),spotify:album:3GlWXh9hTWYJF8TNolZZmq,Wanna One,spotify:artist:2CvaqAMMsX576VBehaJ0Wx,2018-11-19,40,240020
6948,Smile,spotify:track:338UchbDOqLEzv2X8ra8Mf,IGNITION (SPECIAL EDITION),spotify:album:2yrJ8f0QF3nBRAmZg0Bsm0,B1A4,spotify:artist:3sxWOFw4MSN54SIQ8np6iG,2012-05-24,14,239734
6949,Jealous - Less Vocal,spotify:track:3TABK5EIkqLe6iE84gnkLD,Jealous,spotify:album:4kox4tQOGLyb4B5aNZ6mr6,TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,2018-11-21,4,196520
6950,0%,spotify:track:643JzHUBRtTPVPmGatwe79,Chapter 5 Letter,spotify:album:79UR927jWowsz8ro7dtKzS,god,spotify:artist:1nTCpd63NkuGGpCIbo4Ywl,2002-12-27,28,228866
6951,Every Day,spotify:track:62i5v5bEUkKzA6t06vQ37t,NEW MOON,spotify:album:3c1qg7O88Wc5wDDJ1YEUzV,JBJ,spotify:artist:6VJXRJvRRyLv99RZbXJ8RO,2018-04-17,25,217539
6952,"Love Like A Spring Rain, Farewell Like A Winter Rain",spotify:track:4Ruzh1CSDnvjr8s7ZqWsiw,RE_vive,spotify:album:5ZR4gMvmyzSX7AApmIR88h,Brown Eyed Girls,spotify:artist:2GEPtT5RDxrmdi0A4mbDi7,2019-10-28,14,263733
6954,Bad bye,spotify:track:7BtlHtI069TtNFUkLdjpxf,White Wind,spotify:album:60m09rutmwj5ewOJoFIAVY,MAMAMOO,spotify:artist:0XATRDCYuuGhk0oE7C0o5G,2019-03-14,46,273212
6955,No Mercy - Rap Version,spotify:track:5usGhTi1jCMO9fguuvJ8Qb,No Mercy (Type A),spotify:album:6pVBJmEzqC7wW5fmUzDlxs,B.A.P,spotify:artist:6kxCoNfY6U1eP0Yc88phvk,2014-03-31,0,213346
6957,WOO WEEKEND,spotify:track:2zUCj6qgmyoHejf1uCaA9n,WHO'S BACK?,spotify:album:1HdNlqFSppUorSoYQeOcBu,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2014-09-03,25,234280
6959,Pirate King,spotify:track:5Jl2i6LR3Socm4TYqRzZw3,TREASURE EP.1: All to Zero,spotify:album:4ayTucmOGwLd0WrJddrUwx,ATEEZ,spotify:artist:68KmkJeZGfwe1OUaivBa2L,2018-10-24,64,195989
6963,Illusion,spotify:track:60CGbmzRlUldyXer4IMin6,9th Anniversary,spotify:album:3636D3SaZy57DcmijNCdN7,U-KISS,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,2020-12-14,20,248333
6964,Reminiscence,spotify:track:2zlQOQAGOpwAjjcA7OmUyA,"HEY, COME ON! - The 4th Album",spotify:album:7dmeb1HMweJy5bvrTQPmul,SHINHWA,spotify:artist:0jVvkFPa6YbFXQ3Qmhita0,2001-06-01,8,247533
6967,My Style 곡 받은 날,spotify:track:5QhmhNNUpce4laOdCDnDLE,My Style (Hidden Track),spotify:album:1hZg2aS0Pgwu4WVPa0tkZj,Brown Eyed Girls,spotify:artist:2GEPtT5RDxrmdi0A4mbDi7,2008-10-30,4,197485
6968,Think about you,spotify:track:4cFmlc1ENI6O1VgxvJNUTA,Positive,spotify:album:1nxeuZFjvHc80PICmi4TO2,PENTAGON,spotify:artist:1wKpMkucynaTfG8lyPprYV,2018-09-22,15,221604
6971,My Pace,spotify:track:4spnviKLFyjlJuv8EmZICV,UNVEIL Stray Kids,spotify:album:03LRfjIQcEXaBt6LPILZ2X,Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,2019-09-19,36,189325
6973,You're different,spotify:track:5uJdmqH5RoTfEKWHJQf4sg,LOVE GENERATION,spotify:album:2YC8M3B0hDBavlgzsAQrjf,DIA,spotify:artist:5Pcx98OUnL52aGZRRQx5v8,2017-08-22,21,206837
6974,HEAVEN,spotify:track:0ZSEU7nhmeJ3NZbvBQBDdn,13TH UNCHANGING - TOUCH,spotify:album:2IJbA4t7BXJIxOuC2Hv5l6,SHINHWA,spotify:artist:0jVvkFPa6YbFXQ3Qmhita0,2017-01-02,22,245440
6975,365,spotify:track:51dMLkpm3IFnSWw1ol1zDs,2PM AWARDS SELECTION,spotify:album:4uPhfXMc2bwi3FaB2wvwJa,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2018-09-27,12,216093
6976,Attention,spotify:track:1gI7IQZaObidG2u3oGe4YS,SPOTLIGHT,spotify:album:5r45knNkvZ4B3LKPNWJia0,UP10TION,spotify:artist:2LjaeuGS0ubYXZfNihGp9y,2016-04-18,32,196507
6978,It's Goin' Down (feat. The Quiett),spotify:track:7wLYycxVHiS8hfq3L16USA,Touch,spotify:album:1Z9qq8CR6DNZAyM2rbMtBn,Anda,spotify:artist:2PZt7SATrAxsNG60Mqkan4,2015-06-12,10,190077
6981,I Dream of You (Inst.),spotify:track:2c4s0AftCpmV0StPAKm1oa,Over the Rainbow,spotify:album:0Luk1arDQ0mGfQjVsZ2C85,RAINBOW,spotify:artist:7xDyxRXgFgOZhdtLtkYR1y,2019-11-07,0,247905
6982,Chewing Gum 泡泡糖 - Chinese Version,spotify:track:31oUaaV09TkZgcw7GIf3dO,The First - The 1st Single Album,spotify:album:4wmCJoHoVwHdSBnLq5d4Sm,NCT DREAM,spotify:artist:1gBUSTR3TyDdTVFIaQnc02,2017-02-09,27,197462
6983,Destiny,spotify:track:1YAreimwUUHlniAz8vCiJJ,Humanoids,spotify:album:2cMjjgRPQ0pCcvA7cP3S0L,TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,2012-11-26,12,231074
6984,NEXT STEP,spotify:track:3WGX2xc5tmPVNEPWoctJeC,MIRACLE - The 2.5th Album,spotify:album:1heezU7dth0Eo6nJqlq67w,BoA,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2002-09-01,9,296760
6989,Islands,spotify:track:5QVf2GNsSBzxqHHPRjK0x7,THIS IS LOVE - The 7th Album Special Edition,spotify:album:7gFooxnJFXgFMbKD8ySZDz,SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,2014-10-23,27,267636
6990,A midsummer night's sweetness,spotify:track:3gug38ZhXQWJbwN7sh0YRR,"San E, Raina Project Single 'A midsummer night's sweetness'",spotify:album:1srZhGQymoN6YQksduox2J,Raina,spotify:artist:2lkUAt5tu0ucVOMFT9hYtg,2014-06-12,38,233456
6991,Get Ready,spotify:track:28OSnfsmAeYP0azUpT5eh4,VERIVERY 2nd Mini Album [VERI-ABLE],spotify:album:3bYuJVQOFLiuer62OPe2dy,VERIVERY,spotify:artist:1fWUcRSok57yRm8gPKj1Fc,2019-04-24,24,182405
6995,What,spotify:track:4BdpM8bR0nifsaqSz3qphQ,Alone In The City,spotify:album:68esmTNXocYLPEbLD1c7si,DREAMCATCHER,spotify:artist:5V1qsQHdXNm4ZEZHWvFnqQ,2018-09-20,50,205345
7000,LADY,spotify:track:0vREjcZCsP3WWGGLfocmWk,Golden Child 2nd Mini Album [Miracle],spotify:album:7r3CRU0Qs7DIMk3SicBCOu,Golden Child,spotify:artist:5zShiwTHlygdfsXj6eavTu,2018-01-29,35,193847
7001,Kiss Yo,spotify:track:28e0s52nKtufbtEJsU1xT9,Boys Meet U,spotify:album:0nJLidbrZIIIpdHDSOAIj6,SHINee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,2013-06-21,13,251533
7004,Nothing At All,spotify:track:6HC4xsk4MGIjvXuskLJ7AJ,butterFLY,spotify:album:7klpmNtYwM5Q0fCRIdC21I,AILEE,spotify:artist:3uGFTJ7JMllvhgGpumieHF,2019-07-02,28,193066
7005,S.O.S,spotify:track:2IfoDB8ESggF8R3iBty94E,TEEN TOP STORY : 8PISODE,spotify:album:4Lgxemzl6UcyS54Cw4OnKJ,TEEN TOP,spotify:artist:3offPqpKAKmpQkIdWnjzkc,2018-07-03,10,214560
7006,One and Only One,spotify:track:6qiKni7b58CM0rPJgWOWsg,TIME,spotify:album:2wSlc8JkMQeEzxGQXcVfY3,TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,2013-03-06,18,217786
7007,Don't Stop Can't Stop,spotify:track:7b9dYF7Je1l8hYenHQOpTx,Hands Up - JAPAN SPECIAL EDITION,spotify:album:4rbzHKe7sH6ypQKnz7l4Ah,2PM,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,2011-08-17,2,248533
7008,Warrior - Rap Version,spotify:track:4pXV3Md9LXFxfQ26ozLsQ9,Warrior (Type A),spotify:album:6AKdv8wlQzO5hYNaR1jjnG,B.A.P,spotify:artist:6kxCoNfY6U1eP0Yc88phvk,2013-08-01,2,244253
7009,1초만 더 One More Second,spotify:track:3yNAxabsgEoio6s12kbbqE,F.Scott Fitzgerald's Way Of Love,spotify:album:4FqWcrLszLXb9Chg6MtWxK,2AM,spotify:artist:5SnaL8SsjGMHQNyqpa8Zos,2012-03-12,3,223326
7011,I love you - Introduction,spotify:track:7iOUkcD4Yi9d1ea4u2yhaT,TREE,spotify:album:3syxKIJgi0KrdmLAIu86YG,TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,2014-03-05,17,102026
7012,STOP,spotify:track:4dha03vhaev9DJwrdLqa9T,Cle : LEVANTER,spotify:album:6E30d4QznsYRfr70ofzTic,Stray Kids,spotify:artist:2dIgFjalVxs4ThymZ67YCE,2019-12-09,31,189513
7013,$$$,spotify:track:7GkluWqlBAFLSHaQQAE5iC,I am,spotify:album:2LO3VSBu8L6mLC7R9XNuaH,(G)I-DLE,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,2018-05-22,23,211556
7014,25,spotify:track:2Ny6mqaPLEhCS1bJvo7YKE,I Won't Let You Go (Complete Edition),spotify:album:2DxBZzlb1iNeOLAar8keYn,GOT7,spotify:artist:6nfDaffa50mKtEOwR8g4df,2019-01-30,41,205173
7015,First Love,spotify:track:4Ev6E0vOHKpzFbPNyGLVMy,Only One - The 3rd Album,spotify:album:431ofqzymjNOtNAMLRJ92j,SHINHWA,spotify:artist:0jVvkFPa6YbFXQ3Qmhita0,2000-10-01,18,264426
7018,Replay,spotify:track:1rp986nzkyAX1wFpxzbwlC,The SHINee World - The First Album,spotify:album:2aiM53N5DGm5VXnfjswpI7,SHINee,spotify:artist:2hRQKC0gqlZGPrmUKbcchR,2008-08-28,60,213826
7020,マンマミーア!,spotify:track:4BepXDOjZ4iS6jVg7MPFLK,ILLUMINATE,spotify:album:17XYaxBuwvpc4l5x47DdHq,SF9,spotify:artist:7LOmc7gyMVMOWF8qwEdn2X,2019-03-20,20,204763
7023,Someday...,spotify:track:4WKy0fRYAxVSdIHC0aD2EY,CONTINUE,spotify:album:4yEKFbp7OPPYnKR9ILoG2Z,ZE:A,spotify:artist:6lGfLCig2b5mvDTtsPSrb0,2015-09-18,17,271132
7024,겨울이 간다 Goodbye winter,spotify:track:6cf0GCjuqAwlfFDrNLlhtw,SUNRISE,spotify:album:4B2Ijqpz9hRDqWraaDxLSS,DAY6,spotify:artist:5TnQc2N1iKlFjYD7CPGvFc,2017-06-07,51,187320
7025,No Mercy,spotify:track:5649RG1Avl3wjUQD6VI1TF,Touch,spotify:album:01826S6iuGqmsyLPW5sjMR,miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,2012-02-20,2,208828
7026,Action (RMX),spotify:track:5oCjY24bolulcski4Qo00n,‘Welcome to the BLOCK’ Repackage,spotify:album:4t2o67D930dQzIB4fzXElW,Block B,spotify:artist:4RnezwRV7VBJUCI1S0AE5u,2012-04-30,12,197328
7027,악수,spotify:track:7w2weelCqC0nrtwTEzTgZi,N001,spotify:album:1d5XLD9zkYhe17Nbod5890,Rain,spotify:artist:5L4EafeXwZ0stGuPtGr5Tz,2002-05-01,4,181866
7030,HOTARUNO NAMIDA,spotify:track:4FyKPtrCB55oppB3EPyYSW,XV,spotify:album:0nl2bNSg6Qv8URAWjIG6VW,TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,2019-10-23,3,246066
7031,Begin,spotify:track:0oanbKJIff7s5e7EhckbI7,WINGS,spotify:album:1EnFJjX81khStbM3BhTDle,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,2016-10-10,49,229720
7033,Eternally,spotify:track:6GItaBY2ofuY12hFfCDfLG,The Dream Chapter: ETERNITY,spotify:album:2BV8tWJ9SXYa3qtdQaAr1L,TOMORROW X TOGETHER,spotify:artist:0ghlgldX5Dd6720Q3qFyQB,2020-05-18,38,217413
7038,134-14,spotify:track:5MpqBymMYKs1RkruyoWnDR,Chapter 4,spotify:album:0HxYruZGss8KfUWgZlisGp,god,spotify:artist:1nTCpd63NkuGGpCIbo4Ywl,2001-11-11,5,208400
7040,I KNOW,spotify:track:1EkNK4OgHMCfWcIEW0OipL,SE7EN THE BEST,spotify:album:2Ac4w5Z4EXwtR6tse2P6uX,SE7EN,spotify:artist:14yLuCwlBqteUdBqx9soJV,2012-09-05,3,204133
7041,What If I,spotify:track:4Bb0Jh8fwAknvLnOaAr9TM,I'm,spotify:album:4AkitmQNFEc5iB0GrzYthy,AILEE,spotify:artist:3uGFTJ7JMllvhgGpumieHF,2020-10-06,36,225933
