song_name,song_uri,album,album_uri,artist,artist_uri,release_date,popularity,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
20th night,spotify:track:6q19Z6NSqGYvdUTNK9M5wA,20th,spotify:album:05j7d9lspOxxZUFu0PynSc,nrg,spotify:artist:7xrfnodwPKuIxS9JuUECaf,10/28/17,6,207293,0.0666,0.826,0.815,0.0,11.0,0.114,-4.405,0.0,0.0431,112.012,4.0,0.43200000000000005
겨울편지,spotify:track:1Wt5CvbAybVJiXtDNpREPs,welcome to the sechskies land,spotify:album:34MZoibtbiSndywYTeCiHm,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,11/1/97,6,211213,0.0562,0.873,0.932,4.31e-06,1.0,0.787,-5.585,0.0,0.065,130.00799999999998,4.0,0.948
거절의 이유,spotify:track:40SOa9NcR0paL0OxFzkU8q,welcome to the sechskies land,spotify:album:34MZoibtbiSndywYTeCiHm,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,11/1/97,6,216200,0.028999999999999998,0.7659999999999999,0.8640000000000001,0.0,1.0,0.41600000000000004,-5.0360000000000005,1.0,0.0494,112.045,4.0,0.7859999999999999
get up,spotify:track:1kR1d212YRm1BVfj2ee1I0,wedding - the 6th album,spotify:album:2z3PuFKRY0tH0XOIzZzfoF,shinhwa,spotify:artist:0jVvkFPa6YbFXQ3Qmhita0,12/1/02,6,213600,0.0109,0.804,0.865,1.98e-05,2.0,0.115,-4.595,1.0,0.0598,99.94,4.0,0.623
but,spotify:track:5G9MH5eWghDCTJ3eFhvyG0,2014 s/s,spotify:album:7JEa6xr8GZS3SOdkNkrV3R,winner,spotify:artist:5DuzBeOgFwViFcv00Q5PFb,12/25/19,6,233811,0.39399999999999996,0.608,0.728,0.0,2.0,0.36,-4.571000000000001,1.0,0.0485,79.91199999999999,4.0,0.602
one love,spotify:track:1E05cIqnuWMlb6kbqE2vIr,1 (通常盤),spotify:album:4swXT4qWo0Ru7oxBaezPHU,b1a4,spotify:artist:3sxWOFw4MSN54SIQ8np6iG,10/24/12,6,213080,0.495,0.637,0.6859999999999999,0.0,2.0,0.11800000000000001,-5.185,1.0,0.0514,158.086,4.0,0.609
puppy,spotify:track:4OoYXWw0AqOVDNdc003Lm7,n.w.u,spotify:album:1Q8TO24YzE1iJLZuUsXFwP,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,4/6/16,6,219546,0.0115,0.6940000000000001,0.951,0.0,4.0,0.214,-4.877,1.0,0.16,122.087,4.0,0.45799999999999996
cyber lover,spotify:track:6vpwyT14AAeXlGT8anM65w,터보 history,spotify:album:7cCpncteqNEdgRJpV9FLOa,turbo,spotify:artist:3aboSJaljyYlTRXt7pEH0G,6/19/01,6,224417,0.00868,0.622,0.9990000000000001,0.007909999999999999,4.0,0.84,-2.8,0.0,0.0519,147.983,4.0,0.7709999999999999
skit-첩보 1,spotify:track:2mmRgLMD5TyP7bQkWjWp6e,no. 18,spotify:album:0y1oIfGo1T3NoHuC7lY8Rg,psy,spotify:artist:2dd5mrQZvg6SmahdgVKDzh,7/23/05,6,53626,0.8909999999999999,0.682,0.284,0.00010400000000000001,6.0,0.193,-16.076,1.0,0.0932,119.78299999999999,1.0,0.836
royal rumble,spotify:track:3W2yjSXd2XNyMkUUEdil7W,euphoria,spotify:album:3UcChGZWOoRmsfykWFpl02,cnblue,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,10/19/16,6,311293,0.608,0.65,0.861,3.13e-05,8.0,0.10800000000000001,-5.059,1.0,0.04,109.98299999999999,4.0,0.43799999999999994
패자부활전,spotify:track:1KTqKrJ6A8pzommzA0TbBk,baby vox ⅱ,spotify:album:0Ki4y6jfu7EWlbeGbgD3FX,baby vox,spotify:artist:7H5LMtjHqkyH4U8dpLR4lo,10/1/98,6,237745,0.228,0.599,0.997,8.159999999999999e-05,7.0,0.303,-3.012,1.0,0.0703,127.88,4.0,0.6709999999999999
love announcement,spotify:track:5XGVlkZSMEjaJK8G8SETTC,school byeolgok,spotify:album:18P1aqSLQA9WdNljjEhv9q,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,5/14/97,6,212840,0.0979,0.7659999999999999,0.725,0.0,1.0,0.0902,-7.707000000000001,0.0,0.0524,113.023,4.0,0.201
kokoro,spotify:track:6O3nxJKpK2O6qmkatwBwg2,kokoro (standard edition),spotify:album:69DC3LvoB0z8DUSwMKZSK7,ss501,spotify:artist:6rmMpoeu2SIV4OLURCOn2e,2007,6,237006,0.000621,0.625,0.98,6.15e-05,6.0,0.19399999999999998,-1.8219999999999998,0.0,0.0404,133.003,4.0,0.9620000000000001
어느 째즈바,spotify:track:5PI1n27K4sffBHuwEzYNTL,터보 history,spotify:album:7cCpncteqNEdgRJpV9FLOa,turbo,spotify:artist:3aboSJaljyYlTRXt7pEH0G,6/19/01,6,282540,0.0316,0.636,0.662,0.000918,1.0,0.159,-7.152,0.0,0.157,166.00599999999997,4.0,0.669
meaningless,spotify:track:2FHTNle5MybRe4k0GfjHFq,all for you,spotify:album:7vqIRL00YfTtuO0sSAK3Uv,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,1/28/20,6,221587,0.18899999999999997,0.7929999999999999,0.799,0.0,7.0,0.11199999999999999,-3.051,0.0,0.0318,122.98899999999999,4.0,0.777
singin' in the rain,spotify:track:2xorRZI2y7zRLbI3CLSoXh,korea best album 'present',spotify:album:4uDQ7RBmZ9zTZpe8TcR6md,cnblue,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2/5/14,6,301093,0.687,0.466,0.568,0.0,0.0,0.12,-6.676,1.0,0.0411,78.041,4.0,0.20199999999999999
slaves,spotify:track:2VqnBnKG9MDy47B7B6eanR,euphoria,spotify:album:3UcChGZWOoRmsfykWFpl02,cnblue,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,10/19/16,6,182173,0.0281,0.705,0.83,0.0,11.0,0.0736,-3.92,1.0,0.263,155.981,4.0,0.92
rain,spotify:track:5xULWQUbfVif5rOCByJLeJ,go crazy,spotify:album:394CpCqAfdNISzuDWsAPKG,2pm,spotify:artist:5iRPbkcPmqAFFwDUj6ywVS,9/9/15,6,235746,0.25,0.6729999999999999,0.77,0.0,11.0,0.353,-4.36,0.0,0.0415,155.931,4.0,0.645
smile again - original,spotify:track:3LkM29bNZDof8F4rC8zGYy,com` back,spotify:album:3XWtqLXDZycu7Q0BGofhiq,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,9/9/99,6,255493,0.253,0.653,0.7040000000000001,0.0,11.0,0.0881,-5.961,0.0,0.065,130.069,4.0,0.49700000000000005
time,spotify:track:6kVJr7hbCpYHfwEQNilxj6,n.w.u,spotify:album:1Q8TO24YzE1iJLZuUsXFwP,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,4/6/16,6,205680,0.0783,0.48,0.7120000000000001,0.0,9.0,0.10099999999999999,-6.1129999999999995,1.0,0.0377,88.03399999999999,4.0,0.336
smile again - remix,spotify:track:3nMVNAzEjbrADb1McDBhYH,com` back,spotify:album:3XWtqLXDZycu7Q0BGofhiq,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,9/9/99,6,252493,0.318,0.677,0.662,0.0,11.0,0.0856,-5.487,0.0,0.0558,130.04,4.0,0.5539999999999999
mono drama,spotify:track:0ozBG8SChA8Zcs2FrHv2yO,터보 history,spotify:album:7cCpncteqNEdgRJpV9FLOa,turbo,spotify:artist:3aboSJaljyYlTRXt7pEH0G,6/19/01,6,203441,0.0205,0.69,0.988,0.00103,4.0,0.292,-2.043,0.0,0.0617,140.012,4.0,0.8029999999999999
sugar free - fbta remix,spotify:track:3hiKWFPD1BCIMiGgLnJVD3,sugar free edm club edition,spotify:album:2vyd340VD4NJ8YEIZ02wSK,t-ara,spotify:artist:1R52cwGf75yTf7I3Q0Irf8,12/29/14,6,264634,0.00267,0.662,0.9309999999999999,0.00156,11.0,0.792,-4.055,0.0,0.239,128.02,4.0,0.601
lovers,spotify:track:3M8aWZerwZNUCAuTbQadmJ,all my love (standard edition),spotify:album:21CNe92CgEJLneD5NTFeOG,ss501,spotify:artist:6rmMpoeu2SIV4OLURCOn2e,2009,6,273493,0.0204,0.635,0.71,9.640000000000001e-05,3.0,0.0875,-7.332000000000001,1.0,0.0268,124.99799999999999,4.0,0.5670000000000001
sugar free - jeffrey choi remix,spotify:track:1TyxHzEKc5J2W9T5Z3lrGH,sugar free edm club edition,spotify:album:2vyd340VD4NJ8YEIZ02wSK,t-ara,spotify:artist:1R52cwGf75yTf7I3Q0Irf8,12/29/14,6,298571,0.0021899999999999997,0.626,0.76,0.00506,4.0,0.0824,-3.687,0.0,0.11599999999999999,128.036,4.0,0.741
sugar free - monster factory remix,spotify:track:41edS0fUl1OBK5nSPFa0c8,sugar free edm club edition,spotify:album:2vyd340VD4NJ8YEIZ02wSK,t-ara,spotify:artist:1R52cwGf75yTf7I3Q0Irf8,12/29/14,6,256875,0.0010400000000000001,0.6,0.846,0.0128,2.0,0.6829999999999999,-4.833,1.0,0.0597,128.002,4.0,0.53
let's talk about (feat.zia),spotify:track:6cW394qz2KCglTaG9yPDJJ,midnight circus,spotify:album:6fzDRHS0EvRKz4DO5jdND9,sunny hill,spotify:artist:1ePYD8tMMM4Y8gbwi69vaf,6/3/11,6,207516,0.0444,0.78,0.7759999999999999,0.0,11.0,0.331,-3.884,0.0,0.157,130.012,4.0,0.79
one shot one kill,spotify:track:0xpH66NBnQlOxFJkTZOmu2,u-kiss japan best collection 2011-2016,spotify:album:59tQrIx3Z00eKyWutzkpex,u-kiss,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,12/21/16,6,255735,0.0030600000000000002,0.69,0.84,0.0,8.0,0.359,-5.4639999999999995,0.0,0.0663,123.083,4.0,0.856
4 ya` stereo - intro,spotify:track:4fJ2JzMmOLy38eeCB6WQFw,y,spotify:album:4fajjTR9Fr9mLYV54l6Wh5,mblaq,spotify:artist:14f1WN9TUDVBK4sHUStmLG,5/17/10,6,77258,0.0137,0.795,0.804,2.45e-05,9.0,0.23399999999999999,-6.292999999999999,0.0,0.13,116.985,4.0,0.42100000000000004
love game,spotify:track:2lQqU7DrLeJfxRA9H2t7QN,shoo. eugene. sea - friend,spotify:album:5GIcPbGMKOrxBkudnyoJ1R,s.e.s.,spotify:artist:61HUG80Xma4rnXsqfZkzeM,11/18/02,6,267200,0.349,0.88,0.963,1.25e-06,5.0,0.0176,-4.031000000000001,0.0,0.0576,118.0,4.0,0.7809999999999999
mornin' (il yo il a chim) (feat.phantom),spotify:track:6oTgm4rfu3ovs0tU0LG97X,"hitman project : a tribute to the hitman, david foster",spotify:album:3rRPhAsLyOkqLCnkhL9BKV,g.na,spotify:artist:3hzcooxMtbApMTvvn6XKVA,12/9/13,6,242850,0.368,0.733,0.647,0.0,9.0,0.0751,-6.166,1.0,0.136,94.12799999999999,4.0,0.639
君が好きだよ,spotify:track:0ExjX0G0e4eceSevEFji9h,rainbow-selection,spotify:album:6pPIHfEUeIWD6beS8NBGLb,se7en,spotify:artist:14yLuCwlBqteUdBqx9soJV,7/7/16,6,291066,0.23600000000000002,0.494,0.627,0.0,4.0,0.134,-3.792,1.0,0.0275,77.032,4.0,0.466
return,spotify:track:2khJscBECQTXp3OMXGf9k1,눈물이 주르륵,spotify:album:4RbpNZuK1m2Cyh5Yl9UbPN,son dam bi,spotify:artist:3cCbcs6r1Lma7MfEjyfCGU,11/12/12,6,47030,0.00246,0.625,0.912,0.0217,11.0,0.11699999999999999,-5.941,1.0,0.0389,129.92600000000002,4.0,0.659
my love,spotify:track:3ZVMpoGtpEvZw4Er6b6Kif,now,spotify:album:7u9Yum8NlMqnS8FtdgSZdO,fin.k.l,spotify:artist:2aRLyjYp7WPr4EkjkI1gvS,10/16/00,6,240506,0.0118,0.594,0.9229999999999999,0.0045899999999999995,11.0,0.175,-4.678,0.0,0.0509,138.01,4.0,0.608
mermaid...,spotify:track:6SULOTK7tIG9RbcB1PPWgP,ss501 best collection vol.2,spotify:album:1upCkpcvmtKQVzjwPPndMh,ss501,spotify:artist:6rmMpoeu2SIV4OLURCOn2e,2014,6,274960,0.6729999999999999,0.696,0.424,0.0,7.0,0.0943,-8.914,1.0,0.0317,142.04,4.0,0.408
road fighter (2016),spotify:track:2wNbSyxmselkxEgihNxrVH,2016 re-album,spotify:album:3RLZMnWVAtvQPy0G4FvRGs,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,12/1/16,6,177927,0.149,0.754,0.9540000000000001,0.0,11.0,0.0697,-2.701,0.0,0.0436,133.015,4.0,0.7929999999999999
from oz,spotify:track:6mAxgVTIQdOuS6XTkbZaKb,nomnomnom,spotify:album:5WyDxTF28peBBSZvoIsxHh,sunny hill,spotify:artist:1ePYD8tMMM4Y8gbwi69vaf,10/25/19,6,200878,0.133,0.752,0.7859999999999999,0.0,11.0,0.26899999999999996,-2.226,0.0,0.0469,109.964,4.0,0.542
round & round,spotify:track:0pO0z7133jfdG6MkGA5Mym,all for you,spotify:album:7vqIRL00YfTtuO0sSAK3Uv,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,1/28/20,6,246302,0.128,0.7020000000000001,0.7020000000000001,0.0,5.0,0.121,-4.21,0.0,0.028999999999999998,130.045,4.0,0.57
run away,spotify:track:02GZ4xM6ELK5gFJbffJlwR,road fighter,spotify:album:08TW1bmGzSg172Db8C2Bde,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,7/15/98,6,234466,0.0149,0.8640000000000001,0.955,0.0030800000000000003,9.0,0.11,-5.0280000000000005,1.0,0.11699999999999999,135.998,4.0,0.772
sugar baby,spotify:track:0nJX94395Q6VLoht6i7LZi,love - the 3rd album,spotify:album:0CCksGwhBwxJlwvpkjw7VR,s.e.s.,spotify:artist:61HUG80Xma4rnXsqfZkzeM,10/29/99,6,243040,0.225,0.8320000000000001,0.732,2.37e-06,7.0,0.359,-6.055,1.0,0.0476,109.954,4.0,0.7609999999999999
머리하는 날,spotify:track:1Fg8YiVmLZLmomxDn4MUH7,baby v.o.x special album,spotify:album:501RC0O9MGg2BudvYd9xyh,baby vox,spotify:artist:7H5LMtjHqkyH4U8dpLR4lo,4/1/02,6,178341,0.0204,0.797,0.892,0.0,7.0,0.0656,-2.918,1.0,0.0744,121.02,4.0,0.461
검은 고양이,spotify:track:0AqBhRej0vIHXNRiyPTJ5S,dance pt.y with turbo,spotify:album:7Dp9kTBQWZYwaFRSm3eeE9,turbo,spotify:artist:3aboSJaljyYlTRXt7pEH0G,11/29/97,6,189466,0.0339,0.647,0.966,1.4599999999999999e-05,9.0,0.226,-5.959,0.0,0.076,131.006,4.0,0.708
レスキューミー,spotify:track:2EA7eTAsft7UPx56tS6Rmm,fantastic girls,spotify:album:2ITsBcGT1xxWIF05c5QsXk,kara,spotify:artist:7aZ221EQfonNG2lO9Hh192,1/1/13,6,197506,0.0122,0.789,0.8190000000000001,0.0,9.0,0.139,-4.25,0.0,0.0539,125.061,4.0,0.5870000000000001
白いキセキ,spotify:track:4ZAgz4Kva0iagqwYXMRRvh,白いキセキ 通常盤,spotify:album:4YEEkPZfDaIBfNOBHtWaGG,b1a4,spotify:artist:3sxWOFw4MSN54SIQ8np6iG,1/21/15,6,245733,0.154,0.591,0.631,7.53e-06,1.0,0.0674,-8.667,1.0,0.0344,119.934,4.0,0.39
asai yume no hate,spotify:track:48oR1lZtrgn8jlc3huQStB,all my love (standard edition),spotify:album:21CNe92CgEJLneD5NTFeOG,ss501,spotify:artist:6rmMpoeu2SIV4OLURCOn2e,2009,6,286560,0.38299999999999995,0.616,0.556,0.0,3.0,0.128,-7.6,1.0,0.0324,141.91299999999998,4.0,0.39
baby i'm sorry,spotify:track:3j5yTZgDOdaRBenDPvQkzL,the b1a4 ⅰ ignition (special edition 日本仕様盤),spotify:album:6Xwdkznew9BMgyAyvsH4Xa,b1a4,spotify:artist:3sxWOFw4MSN54SIQ8np6iG,7/18/12,6,213480,0.0728,0.602,0.9079999999999999,0.0,9.0,0.314,-2.898,1.0,0.0536,133.053,4.0,0.45899999999999996
그 음악을 틀어줘요 dj play the music dj,spotify:track:1SHnuiE1AKmAEWSflfK0LO,step up,spotify:album:2aOaZOT8bHvUqkikILZM9D,miss a,spotify:artist:1BEohdSWSBggmO979tzRwW,9/27/10,6,195304,0.0333,0.782,0.784,0.0,5.0,0.311,-3.593,0.0,0.047,131.965,4.0,0.83
골목길,spotify:track:25egwyReCfs8h4PmUoEg4H,no. 18,spotify:album:0y1oIfGo1T3NoHuC7lY8Rg,psy,spotify:artist:2dd5mrQZvg6SmahdgVKDzh,7/23/05,6,203306,0.0945,0.7390000000000001,0.779,0.0,7.0,0.305,-4.065,1.0,0.298,175.998,4.0,0.688
be a star,spotify:track:5Yw7V7H9DhlEYtl1LCGj6u,kokoro (standard edition),spotify:album:69DC3LvoB0z8DUSwMKZSK7,ss501,spotify:artist:6rmMpoeu2SIV4OLURCOn2e,2007,6,299900,0.0353,0.747,0.892,0.0,5.0,0.038,-3.39,0.0,0.0887,125.006,4.0,0.935
愛はムーブ,spotify:track:1kE9gvJBKY7nmSsTJEcM9w,welcome to secret time,spotify:album:1DjcnoYHhb14L5ROybRYpC,secret,spotify:artist:503DjcVO5Ku1NgLPhVuNg7,8/22/12,6,199933,0.0565,0.685,0.9540000000000001,0.0,4.0,0.0264,-1.7890000000000001,0.0,0.141,160.97,4.0,0.966
flower,spotify:track:0StArSrHNIBTb5fbt6NYr1,shine we are!,spotify:album:38EQ0b6PSXxjHEOtkuyUIe,boa,spotify:artist:4muJrGMndyYWqZtfk8OWy4,3/12/03,6,264693,0.308,0.7,0.883,0.0,6.0,0.114,-4.006,1.0,0.18600000000000003,99.023,4.0,0.852
missing you,spotify:track:4vQXW2OiKhSrGvJTvPUPQ0,collage,spotify:album:264sIDSz6jdZPdgibVzo6q,u-kiss,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,3/7/13,6,214987,0.0314,0.575,0.8759999999999999,0.0,0.0,0.332,-4.605,1.0,0.059000000000000004,126.02600000000001,4.0,0.557
message,spotify:track:2djvGzW5O8gNTS2gMA4F8N,all my love (standard edition),spotify:album:21CNe92CgEJLneD5NTFeOG,ss501,spotify:artist:6rmMpoeu2SIV4OLURCOn2e,2009,6,289040,0.235,0.708,0.5870000000000001,0.0,4.0,0.392,-7.513999999999999,1.0,0.0241,101.01100000000001,4.0,0.5760000000000001
tattoo,spotify:track:6UZts184j4Nlyo0qrhY2rQ,korea best album 'present',spotify:album:4uDQ7RBmZ9zTZpe8TcR6md,cnblue,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,2/5/14,6,224293,0.0544,0.7120000000000001,0.846,0.0,10.0,0.267,-4.391,0.0,0.0696,109.994,4.0,0.708
"crazy - from ""gas station under attack 2"" soundtrack",spotify:track:46bmd1Lys8uujqdQndwPXi,"crazy (from ""gas station under attack 2"" soundtrack)",spotify:album:3sUhg82klwui409k0OZPF1,beast,spotify:artist:1Pr9gT0veB2tgcisQeIGoC,1/1/10,6,197640,0.0504,0.647,0.9229999999999999,0.0,2.0,0.0635,-4.482,0.0,0.0516,140.07399999999998,4.0,0.688
la la la,spotify:track:7arQvLbCwgEA0dFgGAokY4,se7en the best,spotify:album:2Ac4w5Z4EXwtR6tse2P6uX,se7en,spotify:artist:14yLuCwlBqteUdBqx9soJV,9/5/12,6,268866,0.0298,0.792,0.474,0.0,8.0,0.0662,-5.88,1.0,0.0374,129.977,4.0,0.805
summer in love,spotify:track:5O0fDa7Nz9gmZhUwi90orR,com` back,spotify:album:3XWtqLXDZycu7Q0BGofhiq,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,9/9/99,6,248173,0.0391,0.593,0.981,0.000398,0.0,0.34600000000000003,-3.7430000000000003,1.0,0.0466,131.59799999999998,4.0,0.40700000000000003
haneura,spotify:track:48RnyZW0NHvaLO5JEEZFcj,suprise party collection,spotify:album:0jmnDcZzDE0s4fjsXOR0QX,click-b,spotify:artist:2kOGSFThgEzPEjL4fFB25w,12/1/11,6,233743,0.0067,0.564,0.897,0.0,7.0,0.384,-5.27,0.0,0.0401,142.99200000000002,4.0,0.581
madonna (album ver.),spotify:track:4VQUZeXKMmiT0nv5XMG82v,welcome to secret time,spotify:album:1DjcnoYHhb14L5ROybRYpC,secret,spotify:artist:503DjcVO5Ku1NgLPhVuNg7,8/22/12,6,221840,0.0599,0.78,0.9420000000000001,0.000618,5.0,0.29600000000000004,-3.6069999999999998,0.0,0.127,104.95700000000001,4.0,0.858
노스트라다무스,spotify:track:2v2QTWFByD2NGyPwC9pry6,new sensation,spotify:album:42TDA9jm3vXiUbc2FIWrVD,turbo,spotify:artist:3aboSJaljyYlTRXt7pEH0G,1/1/96,6,228597,0.0036,0.6559999999999999,0.996,1.63e-06,11.0,0.145,-5.591,0.0,0.0571,136.783,4.0,0.843
california,spotify:track:0FOTmA8eXxOX1e21gLWfag,turbo - reboot : the best,spotify:album:1JPqPWosww3OEkcZznuuSt,turbo,spotify:artist:3aboSJaljyYlTRXt7pEH0G,11/24/15,6,263929,0.0639,0.679,0.8190000000000001,2.96e-06,11.0,0.32,-3.7939999999999996,0.0,0.0596,92.01100000000001,4.0,0.688
sayonara ga dekinai,spotify:track:4iQEMymBcyaFhqASZ2GiOe,ss501 best collection vol.2,spotify:album:1upCkpcvmtKQVzjwPPndMh,ss501,spotify:artist:6rmMpoeu2SIV4OLURCOn2e,2014,6,204320,0.0857,0.972,0.528,0.0,1.0,0.0883,-8.316,1.0,0.22,110.01799999999999,4.0,0.8370000000000001
rose,spotify:track:7mXZiNcYyh0lT7RbozpBfC,special,spotify:album:4X2WK3i0Gkxv42SedSbWoW,fin.k.l,spotify:artist:2aRLyjYp7WPr4EkjkI1gvS,11/26/99,6,231562,0.026000000000000002,0.746,0.9640000000000001,3.21e-05,4.0,0.27399999999999997,-4.5489999999999995,0.0,0.0444,120.022,4.0,0.8640000000000001
friendship,spotify:track:2kBsnff5bPzZ4ZrO5XV77k,japan special album vol.1,spotify:album:69HCDHFtTqiCAg8qen5YC6,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,4/14/10,6,263304,0.0941,0.514,0.879,0.0,2.0,0.244,-1.8359999999999999,1.0,0.0445,119.963,4.0,0.693
エアポートで待ち合わせ,spotify:track:64Wmk0WptoRNqATXvsuF4P,fly,spotify:album:4XVKg9FU5E1yF61g9zGPrl,boa,spotify:artist:4muJrGMndyYWqZtfk8OWy4,12/3/14,6,224826,0.257,0.7859999999999999,0.82,0.0,0.0,0.0917,-2.42,0.0,0.0341,95.98100000000001,4.0,0.794
precious,spotify:track:6IfmlOVs446StJXAfTocOl,be with you.,spotify:album:561q2Kz7ILaSUTNccfjV0m,boa,spotify:artist:4muJrGMndyYWqZtfk8OWy4,2/20/08,6,310373,0.376,0.5660000000000001,0.426,0.0,2.0,0.0869,-6.954,1.0,0.0276,132.14,4.0,0.145
meet girl (shower),spotify:track:6l43Bd3dm6h55CbLdDWeSw,double date,spotify:album:2i5P0S9yPQHtWqaaz6ORhr,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,10/26/09,6,253056,0.54,0.45,0.5539999999999999,0.0,5.0,0.0961,-4.712,0.0,0.040999999999999995,143.404,4.0,0.285
joyful smile,spotify:track:2jqp9au25DSjPDQNldcBSk,"vivid -kissing you,sparkling,joyful smile-",spotify:album:58w8MjVkZaFkDl51ZOuWSC,boa,spotify:artist:4muJrGMndyYWqZtfk8OWy4,6/4/08,6,238440,0.15,0.667,0.7490000000000001,0.0,8.0,0.0921,-7.6,1.0,0.057999999999999996,98.96600000000001,4.0,0.7070000000000001
story,spotify:track:26UNEXZ8CRPQRoIMaOUjZt,link,spotify:album:0HAnyxMIQqrTZk6retcOPF,u-kiss,spotify:artist:2GB76Lm833jVI5kLvKEB7Z,3/21/18,6,262963,0.0351,0.5489999999999999,0.677,0.0,2.0,0.0917,-5.615,1.0,0.0274,87.993,4.0,0.685
입술자국 remix version,spotify:track:5RDCL2RcXEOX3hxDEGJsOl,club remix time to play,spotify:album:5nlt2FylMzXVcjCk6IyQf8,f-ve dolls,spotify:artist:1nw5g6u9BIPwyqlsm01cDP,5/11/11,6,232106,0.193,0.78,0.9470000000000001,0.0,2.0,0.282,-4.332,0.0,0.0414,126.001,4.0,0.851
persevere,spotify:track:5Dqg9JVJWPjLZbGf4OWccF,road fighter,spotify:album:08TW1bmGzSg172Db8C2Bde,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,7/15/98,6,207360,0.0528,0.659,0.981,2.0399999999999998e-05,7.0,0.0362,-3.1060000000000003,1.0,0.0631,167.03,4.0,0.97
let go,spotify:track:5F118hG2iGYjSFFieQLI6K,double date,spotify:album:2i5P0S9yPQHtWqaaz6ORhr,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,10/26/09,6,235584,0.313,0.5539999999999999,0.599,0.0,3.0,0.13,-5.959,1.0,0.0482,149.99,4.0,0.342
don't stop the music - original,spotify:track:1fg9MmEsxdj3VXlq6yhHcs,nolza,spotify:album:4FYAOphcBNz11sdzPGV09A,2ne1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,9/21/11,6,229480,0.0582,0.8340000000000001,0.9259999999999999,0.00040199999999999996,4.0,0.0508,-3.9930000000000003,0.0,0.129,119.98299999999999,4.0,0.56
just do it,spotify:track:7AzP9mZfzavXoSuQrxMidB,united shadows,spotify:album:5jUiHM1xplR8pJM9rflBQQ,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,4/12/17,6,247080,0.0127,0.606,0.9590000000000001,0.0,2.0,0.10800000000000001,-4.234,0.0,0.18100000000000002,130.02,4.0,0.483
sugar free - dion remix,spotify:track:1swAxs0dqJ8uTCPrmDUbJq,sugar free edm club edition,spotify:album:2vyd340VD4NJ8YEIZ02wSK,t-ara,spotify:artist:1R52cwGf75yTf7I3Q0Irf8,12/29/14,6,238357,0.00121,0.684,0.885,1.23e-05,4.0,0.273,-3.6660000000000004,0.0,0.0519,127.994,4.0,0.725
reckless love (2016),spotify:track:6EB3RNYyPrRUdGf5KJOnJX,2016 re-album,spotify:album:3RLZMnWVAtvQPy0G4FvRGs,sechskies,spotify:artist:6uRyNreOHUvWPNGnKfIo27,12/1/16,6,197369,0.0299,0.424,0.893,0.0,8.0,0.0822,-5.587999999999999,0.0,0.0633,141.996,4.0,0.579
to angel,spotify:track:2PIG0T8utWWYuPd0ebrmY1,baby v.o.x special album,spotify:album:501RC0O9MGg2BudvYd9xyh,baby vox,spotify:artist:7H5LMtjHqkyH4U8dpLR4lo,4/1/02,6,221756,0.42100000000000004,0.59,0.629,0.0,4.0,0.10300000000000001,-7.3260000000000005,1.0,0.114,72.988,3.0,0.5660000000000001
what u want,spotify:track:7sbyg0zdv8X48RaC6cU2a7,y,spotify:album:4fajjTR9Fr9mLYV54l6Wh5,mblaq,spotify:artist:14f1WN9TUDVBK4sHUStmLG,5/17/10,6,159021,0.0585,0.8540000000000001,0.644,1.43e-06,0.0,0.113,-6.649,1.0,0.045,110.02799999999999,4.0,0.69
try pinching me,spotify:track:3jsKZjBW8ZTm8oXug6IAyz,double date,spotify:album:2i5P0S9yPQHtWqaaz6ORhr,ftisland,spotify:artist:6KhH771vq2X2Aom91nNzpZ,10/26/09,6,229464,0.644,0.568,0.45,0.0,2.0,0.11800000000000001,-5.6,1.0,0.0271,76.959,4.0,0.205
