Artist_uri,Artist,ArtistType,ArtistGender,ArtistGen,ArtistDebut,song_name,song_uri,album,album_uri,release_date,popularity,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,duration_mmss
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,love story,spotify:track:04VuGhQMjyrVVYjtLzQYCV,dream come true,spotify:album:4VJm1ACYySpqYJIWlcPh0B,2012-03-27T04:00:00Z,28,262.034,0.147,0.638,0.775,0,11,0.761,-3.373,1,0.0491,93.959,4,0.586,04:22
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,i love you,spotify:track:5qKAPmk4y4bMqMb4nIK9uX,dream come true,spotify:album:4VJm1ACYySpqYJIWlcPh0B,2012-03-27T04:00:00Z,12,228.483,0.176,0.761,0.938,0,6,0.0645,-6.093,0,0.0884,160.123,4,0.966,03:48
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,variety,spotify:track:6fWJY0CsXqn3vm0RzU7F4v,dream come true,spotify:album:4VJm1ACYySpqYJIWlcPh0B,2012-03-27T04:00:00Z,6,143.808,0.0774,0.719,0.956,8.58e-05,5,0.426,-4.574,0,0.112,94.061,4,0.956,02:23
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,step,spotify:track:4cARnmpAHfUNj23dfenBUu,dream come true,spotify:album:4VJm1ACYySpqYJIWlcPh0B,2012-03-27T04:00:00Z,4,172.29,0.527,0.621,0.903,0.00026,11,0.105,-2.602,1,0.278,164.995,4,0.829,02:52
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,everybody,spotify:track:2NyyEWzSXIFkCmm4gFPmrr,dream come true,spotify:album:4VJm1ACYySpqYJIWlcPh0B,2012-03-27T04:00:00Z,3,204.308,0.0316,0.637,0.971,0.00191,7,0.21,-5.458,1,0.101,144.053,4,0.695,03:24
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,make up,spotify:track:3BXtv6q4Sg0MfZXSRLAk8p,dream come true,spotify:album:4VJm1ACYySpqYJIWlcPh0B,2012-03-27T04:00:00Z,3,269.59,0.195,0.58,0.486,0,8,0.131,-7.636,1,0.03,65.995,4,0.207,04:29
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,twenty,spotify:track:5uVXd0kyzNTRiHjBKnVuUO,dream come true,spotify:album:4VJm1ACYySpqYJIWlcPh0B,2012-03-27T04:00:00Z,3,207.49,0.172,0.46,0.786,0,8,0.0964,-3.957,1,0.114,95.832,4,0.696,03:27
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,날개,spotify:track:3D3NlaICx9kRTCY6cl7dkw,dream come true,spotify:album:6cQRDp5L7DrHH9oEkv2ng7,2011-12-22T05:00:00Z,1,231.262,0.828,0.591,0.395,1.62e-06,3,0.111,-5.416,1,0.0278,110.752,4,0.258,03:51
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,drip,spotify:track:48cTvabWrKgvAf48CWN6mx,from love,spotify:album:6lmAA1d9S1QNJEMpdPhJD6,2020-09-17T04:00:00Z,0,139.952,0.00213,0.826,0.456,0.898,5,0.201,-9.387,0,0.166,145.944,4,0.266,02:19
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,cosmo dancing(rehabiremix),spotify:track:74xliKuCu9Q18WXcxtVz2l,cosmo dancing(rehabiremix),spotify:album:4Koszt7gLzM0PF41QzNhh4,2017-09-12T04:00:00Z,0,301.96,0.142,0.692,0.851,1.5e-06,9,0.063,-7.57,1,0.0594,120.023,4,0.284,05:01
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,ablive,spotify:track:0P65Ml5WnHQWuPDcypl9ZJ,from love,spotify:album:6lmAA1d9S1QNJEMpdPhJD6,2020-09-17T04:00:00Z,0,174.25,0.0298,0.761,0.369,0.877,7,0.0727,-18.109,0,0.1,134.984,4,0.338,02:54
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,no stress,spotify:track:014sxBEPA6SA6ML1XUyCYB,from love,spotify:album:6lmAA1d9S1QNJEMpdPhJD6,2020-09-17T04:00:00Z,0,149.774,0.419,0.733,0.286,0.887,7,0.0909,-16.138,1,0.25,89.98,4,0.477,02:29
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,great song medley,spotify:track:5K8l0aUHD0u4MkAYdelN2w,great song medley,spotify:album:1cagygE645hY5Od5ZXPPxz,2020-12-17T05:00:00Z,0,432,0.988,0.38,0.15,0.928,3,0.116,-19.455,1,0.0548,74.825,4,0.229,07:12
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,moon,spotify:track:0y0kgV2IT9OCkUsgTJEaKD,from love,spotify:album:6lmAA1d9S1QNJEMpdPhJD6,2020-09-17T04:00:00Z,0,140.082,0.12,0.653,0.81,0.84,10,0.0517,-10.392,0,0.059,150.961,4,0.918,02:20
spotify:artist:01iyQzyns6Ab0LxjYvHcg9,Jewelry,group,female,1,2001,star,spotify:track:5AlNUUV0KDMO0KJJSfqLes,from love,spotify:album:6lmAA1d9S1QNJEMpdPhJD6,2020-09-17T04:00:00Z,0,193.137,0.0173,0.748,0.567,0.639,9,0.115,-8.973,0,0.0331,100.017,4,0.464,03:13
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,그래,spotify:track:3z6VUjAfvYveNtr31Mxe4V,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,14,210.076,0.0807,0.777,0.969,0,7,0.229,-4.118,1,0.247,125.649,4,0.694,03:30
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,the drama of december,spotify:track:1f5OwLb6gFGpEutTJChfj6,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,7,263.784,0.00247,0.613,0.874,0,7,0.269,-5.466,1,0.0908,79.902,4,0.838,04:23
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,이 겨울에,spotify:track:6pLGDAVibMEhyPNad2xObI,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,5,211.359,0.418,0.881,0.875,0,4,0.209,-5.225,0,0.0895,112.994,4,0.662,03:31
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,up & down,spotify:track:5ocEiJ0NthNrp4ZaJrAuVx,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,2,213.867,0.0753,0.701,0.962,0,2,0.122,-2.867,0,0.207,178.146,4,0.895,03:33
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,secret,spotify:track:4Tj0gh34WvwJHrqZKR3TJG,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,1,232.44,0.0638,0.829,0.9,0,2,0.317,-3.604,1,0.138,134.037,4,0.782,03:52
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,the white rose,spotify:track:5x5WQqHdGBVh3IE9j17Asy,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,1,210.886,0.0214,0.793,0.678,0,11,0.128,-6.457,1,0.0773,94.917,4,0.887,03:30
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,the dreamer,spotify:track:4NOCF1TXdqB94EblsFKEPV,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,1,183.118,0.0561,0.757,0.86,1.88e-06,2,0.181,-7.509,0,0.0414,118.864,4,0.656,03:03
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,luv ya,spotify:track:6FvEGsVB8pBPkLSP5biZuP,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,1,237.766,0.0613,0.867,0.69,1.53e-06,5,0.235,-6.15,0,0.0517,103.908,4,0.632,03:57
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,딱이야!,spotify:track:0P1IiooJCXKgQbEpwPTue7,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,1,226.928,0.0029,0.71,0.884,0.00158,5,0.0212,-4.309,0,0.038,132.014,4,0.895,03:46
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,골드,spotify:track:7aRfHnIaMSP9HvR2ZAuIZ4,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,1,236.564,0.0128,0.829,0.853,0.00837,0,0.06,-5.702,1,0.0682,107.874,4,0.734,03:56
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,yesterday once more,spotify:track:5xhECvtFe5dRr1DdCDqkzJ,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,0,229.276,0.00905,0.808,0.881,0,0,0.0898,-8.396,1,0.0907,126.908,4,0.434,03:49
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,tune sisters,spotify:track:2l8rfJp5wN8AnJsER7Ns0j,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,0,217.159,0.312,0.67,0.323,0,1,0.179,-12.107,1,0.918,72.131,4,0.276,03:37
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,the price to pay,spotify:track:2YaksNTBmiG6h64dCHSwCr,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,0,241.972,0.0177,0.874,0.876,0.00337,1,0.0658,-6.244,1,0.0432,116.857,4,0.688,04:01
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,lucky boy,spotify:track:0HrwyslZHStgn2RwUyNrUc,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,204.986,0.0291,0.844,0.975,0.000603,1,0.0578,-3.807,1,0.0534,126.915,4,0.964,03:24
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,gold,spotify:track:7dbTqbpAaaX55xL0OYzMYc,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,0,208.64,0.0231,0.834,0.834,0.0284,0,0.105,-5.697,1,0.0718,107.894,4,0.818,03:28
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,satisfaction guarantee,spotify:track:2MBgXqcPcTjYUqjRUw4Lsp,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,225.973,0.0127,0.762,0.886,0,7,0.316,-3.63,0,0.0294,115.049,4,0.709,03:45
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,one,spotify:track:2OpuKWU9b8BqephTFjuTi0,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,0,217.626,0.00356,0.832,0.909,0.00549,4,0.0777,-6.843,1,0.0966,123.857,4,0.618,03:37
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,hey boy,spotify:track:0hNG7QlZiAjgoEsgs8JiPS,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,192.466,0.0136,0.806,0.81,0,11,0.159,-5.261,0,0.0412,103.022,4,0.667,03:12
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,good girl,spotify:track:6UxfKINHWYIam9BgrSVIUT,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,215.026,0.00441,0.888,0.798,0.000266,8,0.0981,-6.251,0,0.0649,120.036,4,0.768,03:35
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,lady first,spotify:track:7uwMsZSIY9gTNDnDwc1KRM,funky diva,spotify:album:4lRrvmz53grVtlVdRPU2UU,1997-08-29T04:00:00Z,0,283.846,0.0568,0.795,0.621,7.61e-06,9,0.185,-6.479,0,0.0502,94.895,4,0.53,04:43
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,소문,spotify:track:3Gj9yGPvSnOwx4hQw0cxXW,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,230.35,0.0496,0.786,0.964,3.62e-05,4,0.403,-3.352,1,0.0478,132.991,4,0.942,03:50
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,인생은 아름다워,spotify:track:7Dgs1t43mf8pehHEfz3aEi,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,222.906,0.0184,0.65,0.908,0,9,0.089,-3.17,1,0.102,146.963,4,0.561,03:42
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,몰라 몰라,spotify:track:1oVHFwTsasey2I8QJUTWBt,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,206.318,0.00028,0.654,0.947,0.0639,5,0.439,-3.717,0,0.0308,133.023,4,0.98,03:26
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,헷갈리나,spotify:track:4z4OccsiSQOh8DRwFsaz1R,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,224.159,0.00107,0.725,0.902,0,7,0.118,-4.795,0,0.119,139.986,4,0.635,03:44
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,여우처럼,spotify:track:77Qbg6u9xwtoDcSs40WMYW,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,189.386,0.157,0.885,0.696,0.000527,10,0.166,-5.38,0,0.0504,118.05,4,0.87,03:09
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,how to loose a guy,spotify:track:1jFL0vtXeeLX8O4GH6pjFj,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,239.306,0.129,0.79,0.805,0,7,0.173,-5.965,1,0.0807,105.022,4,0.894,03:59
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,i know,spotify:track:4dAsl5ejJ1eCSnHHKxzXPT,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,0,314.83,0.0342,0.616,0.595,1.49e-06,1,0.104,-6.658,0,0.101,171.988,4,0.514,05:14
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,love letter,spotify:track:1TJY0kMZRDHMDCoO9MxpIX,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,0,253.181,0.48,0.728,0.529,0,9,0.189,-6.757,1,0.0301,105.005,3,0.785,04:13
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,"lady, lady, lady",spotify:track:11GXhuNp7houTYHXt5Iiv1,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,0,225.492,0.431,0.885,0.713,0,0,0.155,-6.491,1,0.0885,100.028,4,0.901,03:45
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,남과 여,spotify:track:6mYI6WohSJPJztykeEL6rr,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,0,231.526,0.119,0.665,0.818,0,11,0.0794,-6.324,0,0.277,183.937,4,0.657,03:51
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,사랑을 시작할까요?,spotify:track:1s4niWc9yeUCJ3BajdHWZR,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,229.373,0.0689,0.85,0.721,8.57e-06,5,0.0469,-4.863,1,0.114,137.993,4,0.918,03:49
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,튀어!,spotify:track:29XRhygo0bAvYOCDOVEF9g,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,229.306,0.00466,0.78,0.889,0.00121,1,0.097,-4.217,1,0.0373,132.007,4,0.78,03:49
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,탈피,spotify:track:5qbC4aTvp1XQQdx6i23dz3,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,0,225.596,0.051,0.838,0.85,0,6,0.272,-3.448,1,0.0588,111.979,4,0.951,03:45
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,그런 거죠 (from 때려),spotify:track:7BoDUywdtxUSnZMuGRRPHo,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,224.293,0.287,0.641,0.46,1.06e-05,6,0.0932,-7.273,1,0.034,75.021,4,0.234,03:44
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,중독,spotify:track:5bYDL7LY3DWexmRGLIm3sn,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,216.244,0.00585,0.719,0.942,1.07e-06,7,0.09,-4.22,1,0.0777,146.005,4,0.797,03:36
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,get the party,spotify:track:7f0MPzNCNuoAoJ1YmlHx4q,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,233.213,0.0998,0.803,0.904,0.0134,6,0.108,-4.517,1,0.0674,92.006,4,0.811,03:53
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,get down,spotify:track:2gsEfOvTqZ40dOdQzduPX6,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,208.533,0.0166,0.849,0.937,1.35e-06,10,0.357,-4.991,1,0.0418,115.01,4,0.888,03:28
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,fed up,spotify:track:696NMhNWCBq5rXv0AAyxTe,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,189.12,0.0626,0.925,0.863,4.91e-06,5,0.123,-5.28,0,0.168,100.009,4,0.88,03:09
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,everybody sing a song,spotify:track:3z9ilpIEPLyJQjLZe7PLtu,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,0,236.385,0.0662,0.705,0.904,2.31e-06,9,0.0777,-5.317,0,0.077,128.04,4,0.704,03:56
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,diva diva diva,spotify:track:2eIpAqm1IWDU4uTgxXj8Tp,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,0,91.823,0.012,0.774,0.785,1.41e-05,11,0.122,-6.917,0,0.236,113.231,4,0.18,01:31
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,destiny night,spotify:track:6UuQQRUyBKBw4EFYxfPe9c,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,0,211.255,0.0784,0.791,0.93,2.83e-06,9,0.243,-4.233,1,0.054,115.052,4,0.921,03:31
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,d.v.d. (let's go together),spotify:track:2WXRdcaWYwhGJizo4UjFP7,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,193.204,0.0296,0.746,0.963,0,0,0.0918,-4.737,1,0.0355,127.013,4,0.833,03:13
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,cream,spotify:track:0OGDhWqkPzoCkkBkdQ0zzD,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,196.287,0.0203,0.662,0.995,1.03e-05,4,0.137,-3.776,1,0.137,149.939,4,0.616,03:16
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,crazy,spotify:track:01Q88IUdZjXYxtllcJ0FTP,naughty,spotify:album:74lFebsj0JwfiMNvRwz7He,2000-11-08T05:00:00Z,0,222.2,0.18,0.853,0.937,0,4,0.079,-4.863,0,0.0704,109.993,4,0.912,03:42
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,cherish,spotify:track:3yFSZOxo8qEXnXlzwbrJd3,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,219.483,0.126,0.813,0.774,1.08e-05,11,0.138,-5.791,1,0.0749,100,4,0.848,03:39
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,bye bye,spotify:track:1gvdhqjJdRKKomeM5nlDQN,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,249.237,0.342,0.706,0.569,0.00152,2,0.123,-8.199,1,0.034,86.018,4,0.58,04:09
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,black maria,spotify:track:3GuPN5AusEUD39v2EIXiS5,the diva 5,spotify:album:3bvXT9IPbzptiNWHrtNMSP,2001-08-16T04:00:00Z,0,230.115,0.0741,0.821,0.728,0,9,0.076,-4.728,0,0.131,130.04,4,0.8,03:50
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,amoremio,spotify:track:7IilbAJHY3PBLqWTECvdI3,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,207.16,0.168,0.636,0.782,7.76e-06,0,0.0654,-7.377,0,0.043,102,4,0.774,03:27
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,always i...,spotify:track:70T1Rq7N80tw6Iv71ce9zO,renaissance,spotify:album:2yq880JcHJvH2ckdT2PGgt,2004-01-27T05:00:00Z,0,219.96,0.0157,0.789,0.81,1.07e-06,5,0.069,-4.606,0,0.0375,111.01,4,0.708,03:39
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,76-70=♡ (feat. realslow),spotify:track:1x32HEVXenqNs7O5gpP0F1,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,256.364,0.467,0.608,0.553,0,6,0.11,-7.366,1,0.0363,130.012,4,0.356,04:16
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,바다 그늘,spotify:track:1DTv5CJaVwiwe0p4WZU7ci,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,245.89,0.0591,0.748,0.596,1.41e-05,5,0.0777,-6.691,0,0.096,79.997,4,0.889,04:05
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,서두르지 않아요 (feat. hoony hoon),spotify:track:6cPm0HUkBkc0mkEZ3gs1KR,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,234.083,0.285,0.807,0.638,0,8,0.105,-6.327,1,0.0611,124.007,4,0.698,03:54
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,my style,spotify:track:1LF54n929gnbYcGkdIov9R,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,205.609,0.0179,0.867,0.921,0.000142,4,0.107,-5.123,0,0.0644,127.978,4,0.96,03:25
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,미치도록,spotify:track:4YCIdHrqEfrF9UzTOMuKag,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,209.71,0.249,0.667,0.874,4.95e-06,6,0.475,-4.575,0,0.0677,172.044,4,0.922,03:29
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,웃어요,spotify:track:5tC0SIBD849HCZAEY5VC8I,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,199.183,0.0524,0.759,0.976,0.00021,4,0.35,-3.014,0,0.053,105.011,4,0.774,03:19
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,두근두근 쿵쿵,spotify:track:69K3DhfTapxUK5q4fmv9OI,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,241.92,0.0818,0.799,0.951,6.26e-05,10,0.0496,-4.558,0,0.123,112.001,4,0.782,04:01
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,my style remix version,spotify:track:5jMHCp3Nuc5zBr9UAvqbAz,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,210.442,0.0304,0.9,0.958,0.000472,4,0.0617,-4.6,0,0.0927,128.029,4,0.819,03:30
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,my name is v,spotify:track:5HZyGWIf00EHuWUYmDug5b,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,211.565,0.135,0.865,0.683,0,6,0.357,-6.354,0,0.0881,110.011,4,0.729,03:31
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,원더우먼,spotify:track:2GBOhrfUXteZ52i3YOjiNi,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,213.498,0.0607,0.862,0.769,7.65e-05,11,0.0803,-4.008,0,0.047,119.965,4,0.844,03:33
spotify:artist:0CI6MkDddUbiuI8T7V5ZcF,Diva,group,female,1,1997,tic tac,spotify:track:1f5lB3c76NKeVa7ekk0uzN,only diva,spotify:album:74OewP8N2dDXLOVfUfo9Fx,2005-08-29T04:00:00Z,0,212.114,0.00565,0.761,0.874,0.000303,1,0.195,-6.025,1,0.0614,124.995,4,0.816,03:32
spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,THE BOYZ,group,male,3,2017,christmassy!,spotify:track:1KMc5CXwEkjklwSqPMQjB1,the boyz special single 'christmassy!',spotify:album:5KR9XuMapeh6JjUdcy4MHM,2020-12-07T05:00:00Z,63,205.533,0.0559,0.702,0.911,0,2,0.0482,-3.521,1,0.0772,107.94,4,0.607,03:25
spotify:artist:0CmvFWTX9zmMNCUi6fHtAx,THE BOYZ,group,male,3,2017,reveal,spotify:track:14tNUeer5gUbUYvhYYTclS,the boyz 1st album [reveal],spotify:album:0mCPYdhQPWUQtQSp4CSxNh,2020-02-10T05:00:00Z,63,202.453,0.0822,0.624,0.952,0,9,0.132,-1.38,0,0.108,95.043,4,0.569,03:22
