,song_name,song_uri,album,album_uri,artist,artist_uri,release_date,popularity,duration_ms
18,그녀는 몰라요 She Doesn't Know,spotify:track:5IPhjUEIeqv7xRnfWJe4G6,Halftime,spotify:album:0WD4C1F65xkn7nRSEvBZ9b,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,9/9/13,10,195948
9,Criss Cross,spotify:track:1kXDAC69E08pLYxyFRcLgn,Back to Stage,spotify:album:6SmAKP3u529E7LpnjFsSVf,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,11/16/07,10,242320
86,니가 사는 그집,spotify:track:15XXuy3giJl5bFaG6IVOKe,Back To Stage,spotify:album:0R52ET7vG1Hy7eGouTxCve,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,11/16/07,10,227386
68,Rewind,spotify:track:6InqEwUGTaqka0UmQ8spvl,Sad Freedom,spotify:album:0SxD8XFgG98lTQ1axhrmvR,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,12/1/09,9,235441
131,Halftime,spotify:track:4qGvkm63f7xpa8hdd0KpLf,Halftime,spotify:album:0WD4C1F65xkn7nRSEvBZ9b,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,9/9/13,9,208008
137,너만 있으면 돼 All I need (feat. P-TYPE),spotify:track:7JcbustIa0mxHIZi4jF2BT,너만 있으면 돼 All I need,spotify:album:6Pu3rgTqHMsT6wtxCxbXiP,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,9/24/15,9,207857
22,Come Over,spotify:track:211JNvJNJKzIYtwLWTTwAS,Sad Freedom,spotify:album:0SxD8XFgG98lTQ1axhrmvR,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,12/1/09,8,298657
126,Sad Freedom,spotify:track:3h1cOySAhVLKoPYu4WQZmr,Sad Freedom,spotify:album:0SxD8XFgG98lTQ1axhrmvR,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,12/1/09,8,94275
111,No Love No More - R&B mix,spotify:track:1cvOOa3QjHp2WY5j5ffMe2,Sad Freedom,spotify:album:0SxD8XFgG98lTQ1axhrmvR,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,12/1/09,8,216424
93,딴따라 블루스,spotify:track:5xg2bVWzcBCMwqPvcwflAq,Back To Stage,spotify:album:0R52ET7vG1Hy7eGouTxCve,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,11/16/07,7,216306
81,대낮에 한 이별 (Feat. 선예 (Wonder Girls)),spotify:track:0WHtzP2BbITqzLujmNxRHi,Back To Stage,spotify:album:0R52ET7vG1Hy7eGouTxCve,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,11/16/07,7,271906
