,song_name,song_uri,album,album_uri,artist,artist_uri,release_date,popularity,duration_ms
60,마지막 사랑 Last Love,spotify:track:7i6OdQgseQmTH5M4kUDPM5,Spring - 5 Songs for a New Love,spotify:album:5Ami0gmp8cK6rj6q0vrD8z,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2012-04-29,13,240869
61,FEVER - Short Ver. Inst.,spotify:track:2ywbBKyzO3bNIgIqUAB1p4,FEVER,spotify:album:21XIrrzz93SAunoy7pRPMW,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2019-12-23,6,133925
62,너뿐이야 You're the One (Happy Ending Ver.),spotify:track:5yHreRuN4V3fN5BC0OZS4i,Halftime,spotify:album:0WD4C1F65xkn7nRSEvBZ9b,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2013-09-09,14,258552
63,When We Disco - Japanese version,spotify:track:3UvbjYUJ3WdEv7HlP0cciD,J.Y. Park BEST (Selected Edition),spotify:album:38rFlt6IxeZXsxPb7PcMn5,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2020-10-07,43,224840
64,살아있네,spotify:track:5UJ3U83mJetcpjbDkBjFcE,Still Alive,spotify:album:5eGbxsixfjXtwVNvZx3Iq9,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2016-04-10,1,174953
65,Feel So Good,spotify:track:7INZkea30l1K479hwuYtxp,Spring 새로운 사랑에게 보내는 다섯곡의 노래,spotify:album:3GgoKWOKym0Y4ZXWgGezGg,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2012-04-29,3,207599
66,니 여자,spotify:track:04CjrXFsOUZgql2Qfzj1cU,Back To Stage,spotify:album:0R52ET7vG1Hy7eGouTxCve,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,6,190346
67,"어머님이 누구니 Soul ver. (feat. 이진아, 지존)",spotify:track:3xoUCiBVbpIwrtNFNAATeH,24/34,spotify:album:1rbAB8Gh8wsL9mIejOCrzz,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2015-05-13,1,215663
68,Rewind,spotify:track:6InqEwUGTaqka0UmQ8spvl,Sad Freedom,spotify:album:0SxD8XFgG98lTQ1axhrmvR,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2009-12-01,9,235441
69,엇갈렸어 (Feat. T 윤미래),spotify:track:01t70jmP6hXsZh1ujVKNJV,Back To Stage,spotify:album:0R52ET7vG1Hy7eGouTxCve,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,5,242320
70,부산에 가면 (Sing The Road #03),spotify:track:5nkNhAFLDhRgOEPYBf752t,Sing the Road,spotify:album:0fKrRSWgiLmrJXzUvnk5kW,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2015-09-22,5,218749
71,꽉 잡은 이 손,spotify:track:5SuvF761jKCehIfjeKRrIu,꽉 잡은 이 손,spotify:album:2mh0C0QN2l9DQjLLtWAPor,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2019-02-09,0,263619
72,어머님이 누구니 (Inst.),spotify:track:17z4qu6aNDBtqxuuMJrCqH,24/34,spotify:album:5b3oIpbWkgwJbMY6hDwJRd,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2015-04-12,1,221122
73,FAREWELL UNDER THE SUN,spotify:track:7dd3FzVAKHrlR6MnMPe99Y,J.Y. Park BEST (Selected Edition),spotify:album:38rFlt6IxeZXsxPb7PcMn5,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2020-10-07,14,273706
74,When We Disco,spotify:track:05E6VZXF20GNviFAaZzvhT,J.Y. Park BEST (Selected Edition),spotify:album:38rFlt6IxeZXsxPb7PcMn5,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2020-10-07,24,226626
75,나는 배우다 Movie Star,spotify:track:6smGKNYFYB2xG2gmMrcJeN,나는 배우다 Movie Star,spotify:album:0lZpYXnfRmJeZsuNejXiyc,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2012-07-01,12,188973
76,뒹굴뒹굴 Mingle Mingle,spotify:track:4kUtoOKVAE9SOvPMVnM9jL,Halftime,spotify:album:0WD4C1F65xkn7nRSEvBZ9b,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2013-09-09,10,203719
77,Grateless prison,spotify:track:1tEgVx7YxXtJ9OWiDaZfnd,Game,spotify:album:02LpxUjhJDMYrXN0s69Ncu,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2001-06-07,15,298138
78,Please,spotify:track:37LqdsTUygCETwJjmNeR2G,Spring - 5 Songs for a New Love,spotify:album:6RQZdu2K4DxbcCtChhrQWZ,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2012-04-29,5,202199
79,"FEVER (feat. 수퍼비, BIBI) Inst.",spotify:track:4hqspMu0zkuA9Wva3xjpca,FEVER,spotify:album:1MPpUfkKBMbr1tGtC3mLxv,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2019-12-23,1,173925
80,Your Woman,spotify:track:4odjG056AIZ97A1YQqAivX,Back to Stage,spotify:album:6SmAKP3u529E7LpnjFsSVf,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,14,190346
81,대낮에 한 이별 (Feat. 선예 (Wonder Girls)),spotify:track:0WHtzP2BbITqzLujmNxRHi,Back To Stage,spotify:album:0R52ET7vG1Hy7eGouTxCve,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,7,271906
82,FEVER (Feat. 수퍼비 & BIBI),spotify:track:2DTUd1KMWBKQs5oHAea4pm,FEVER,spotify:album:1MPpUfkKBMbr1tGtC3mLxv,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2019-12-23,1,173925
83,공항 가는 길 (Sing the Road #01),spotify:track:5ByIjSv3DalZCyhQT03L8m,Sing the Road,spotify:album:4dTaGDU6rVREQWjo9DowbS,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2015-09-01,5,183484
84,"어머님이 누구니 Soul ver. (feat. 이진아, 지존) Who's your mama? Soul ver. (feat. Lee Jin Ah, JiJohn)",spotify:track:5DEaWQ4RyRidCL9zFDAyzF,24/34,spotify:album:2650xgY3CzjGxyvztdrncF,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2015-05-13,22,215663
85,"이런 여자가 좋아 (Feat. Dynamic Duo, 전제덕)",spotify:track:3THfraEDJr5JXwwo63C3Bi,Back To Stage,spotify:album:41h8n1l24t2dq0N2e5lsll,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,2,277266
86,니가 사는 그집,spotify:track:15XXuy3giJl5bFaG6IVOKe,Back To Stage,spotify:album:0R52ET7vG1Hy7eGouTxCve,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,10,227386
87,후회해 (Duet. 헤이즈) Regrets (Duet. Heize) (Inst.),spotify:track:7EJVOjHGpLVVIAcFilxkO7,BLUE & RED,spotify:album:0uRYjbm6DD7fSzak7MogRv,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2017-10-16,5,217196
88,Who's your mama?,spotify:track:0Gb7sqyGqYZh88rbG07Nmw,J.Y. Park BEST (Selected Edition),spotify:album:38rFlt6IxeZXsxPb7PcMn5,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2020-10-07,42,221960
89,꽉 잡은 이 손 This Small Hand,spotify:track:2RnfWw2AUHJeQeAf68R6KK,꽉 잡은 이 손,spotify:album:3Et7CNvpOFmndAl7422fdZ,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2019-02-04,7,263619
90,FEVER,spotify:track:42uEOrIxSGNgApsrdWILDX,J.Y. Park BEST (Selected Edition),spotify:album:38rFlt6IxeZXsxPb7PcMn5,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2020-10-07,39,175586
91,잠수교 (Sing the Road #02) 타이틀,spotify:track:51vrj2uqzhSzmPDT4zqm9L,Sing the Road,spotify:album:0lrR18IdOfsbXjbpxzmwG6,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2015-09-08,5,229746
92,나는 배우다 Movie Star,spotify:track:607Cg8zIbxOi70P03oQKKf,나는 배우다 Movie Star,spotify:album:0S40aIeLXTcutwVnQCmOLC,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2012-07-01,1,188973
93,딴따라 블루스,spotify:track:5xg2bVWzcBCMwqPvcwflAq,Back To Stage,spotify:album:0R52ET7vG1Hy7eGouTxCve,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,7,216306
94,나 돌아가,spotify:track:6mVUD8C0TO1ssRcgwzLlJB,Back To Stage,spotify:album:0R52ET7vG1Hy7eGouTxCve,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,6,257453
95,Secret Love,spotify:track:2QGTtcsV2RQCLzk7MxhmHD,Game,spotify:album:02LpxUjhJDMYrXN0s69Ncu,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2001-06-07,13,215513
96,No Love No More (R&B Mix),spotify:track:7GlyVxe8s6aai34kpUmwiC,Sad Freedom,spotify:album:2OCK4oigskg6ZQ9mBm9zii,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2009-12-01,5,216424
97,FEVER - Short Ver.,spotify:track:62d0hZAj0SupYduYrTCdPA,FEVER,spotify:album:21XIrrzz93SAunoy7pRPMW,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2019-12-23,24,133925
98,Switch to me,spotify:track:3Xn1LI9weSF3mr75igkDWv,Switch to me,spotify:album:3hKp7rleKOEpgwHkWNto2f,Rain,spotify:artist:5L4EafeXwZ0stGuPtGr5Tz,2020-12-31,54,197204
99,그녀는 몰라요 She Doesn't Know,spotify:track:619hGaB4R2c78OZ2ybbh6w,Halftime,spotify:album:6McpH5i1BG1DEcRxXDq432,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2013-09-09,5,195948
100,YOU'RE THE ONE - Happy Ending version,spotify:track:1loZ2sXlduERRabHEGdSRF,J.Y. Park BEST (Selected Edition),spotify:album:38rFlt6IxeZXsxPb7PcMn5,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2020-10-07,20,260426
101,Single (Feat. Bobby Kim),spotify:track:0WgKShSpFuYkb54EVJzSXV,Back To Stage,spotify:album:41h8n1l24t2dq0N2e5lsll,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,3,225040
102,나 돌아가,spotify:track:1UPsqP9861vRuTmxlYM8fi,Back To Stage,spotify:album:41h8n1l24t2dq0N2e5lsll,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,2,257453
103,다른 사람 품에 안겨서 Someone Else (with Gain),spotify:track:1fdy8eynGVYyo9cvqnRmGg,Spring - 5 Songs for a New Love,spotify:album:6RQZdu2K4DxbcCtChhrQWZ,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2012-04-29,6,199096
104,Farewell Under the Sun,spotify:track:5iWKBtZw5agtGnVSmeS8uJ,Back to Stage,spotify:album:6SmAKP3u529E7LpnjFsSVf,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,22,271906
105,살아있네 Still Alive,spotify:track:7iJs3g5WOUjQBBuwfOPqmR,Still Alive,spotify:album:4ueWIlgAiwx4JyAHBCXOwt,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2016-04-10,34,174953
106,사랑이 제일 낫더라 Greatest of These (with Namgung Songok & Gaeko),spotify:track:2xRTAuIyL2xDgzVNhBIHRq,Halftime,spotify:album:0WD4C1F65xkn7nRSEvBZ9b,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2013-09-09,20,190440
107,Actually,spotify:track:3r6hcP23joXxeVUeTTjMWQ,Back to Stage,spotify:album:6SmAKP3u529E7LpnjFsSVf,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,12,210920
108,뒹굴뒹굴 Mingle Mingle,spotify:track:6Su9bpNRoaPzJkTkHrlJ6l,Halftime,spotify:album:6McpH5i1BG1DEcRxXDq432,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2013-09-09,5,203719
109,True,spotify:track:0xnqPHGLClJqNdC3piws08,True,spotify:album:3ovvbVfojiF2hDuAmuIkg6,Kenji Bunch,spotify:artist:44DPjVo7zPKN3Ejvx34xhR,2008-05-27,3,302933
110,Feel So Good,spotify:track:4LZOcekjvd1cWk7p7rgW6d,Spring - 5 Songs for a New Love,spotify:album:5Ami0gmp8cK6rj6q0vrD8z,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2012-04-29,15,207599
111,No Love No More - R&B mix,spotify:track:1cvOOa3QjHp2WY5j5ffMe2,Sad Freedom,spotify:album:0SxD8XFgG98lTQ1axhrmvR,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2009-12-01,8,216424
112,후회해 (Duet. 헤이즈) (Inst.),spotify:track:3wstrlCOUBwDQ97HCqYxeg,BLUE & RED,spotify:album:2p9v8WJEZwxrkFoBWfp869,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2017-10-16,1,217196
113,Swing Baby,spotify:track:2KE1HBXLwwZvoL0uWrlFZQ,Game,spotify:album:02LpxUjhJDMYrXN0s69Ncu,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2001-06-07,48,247643
114,Game,spotify:track:3PNhFdYVO1xGHOR5rsPL1r,Game,spotify:album:02LpxUjhJDMYrXN0s69Ncu,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2001-06-07,13,246625
115,니가 사는 그집,spotify:track:1jo8oDcDUhjiQoah8sumkR,Back To Stage,spotify:album:41h8n1l24t2dq0N2e5lsll,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2007-11-16,2,227386
116,I have a lover,spotify:track:5QB226DVOouhsggZLI04KL,Game,spotify:album:02LpxUjhJDMYrXN0s69Ncu,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2001-06-07,32,241531
117,deja vu,spotify:track:5xQHj38fZ7jgzO8JjIE3TD,Game,spotify:album:02LpxUjhJDMYrXN0s69Ncu,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2001-06-07,14,229723
118,FEVER Short Ver. Inst.,spotify:track:4bUdUsrrQB93n6i1wZAwCD,FEVER,spotify:album:1MPpUfkKBMbr1tGtC3mLxv,J.Y. Park,spotify:artist:1TTx0YcbKUtJIZY1HEnh9B,2019-12-23,1,133925
